Submission ID,cup_assumptions,spent_assumptions,eq_assumptions
EPbOgA,2,2.3333333333333335,1250
lNlEZX,1,1.0,200
5dqAgN,1,1.6666666666666667,400
RzB9z9,1,1.0,200
5dqADQ,2,3.0,400
24x6ze,3,1.0,35
jB9V21,2,1.0,75
0EjWGP,1,1.0,400
aBrMxB,2,2.3333333333333335,1250
KMBjAg,1,1.0,400
AlbXGl,3,1.6666666666666667,200
9dJKR1,2,1.6666666666666667,400
6dQBzA,2,1.0,200
dY2yKz,2,1.0,200
MAdxdX,1,1.0,10
6dQByN,1,1.6666666666666667,1250
dY2y1V,1,1.6666666666666667,1250
42NbAb,4,1.0,400
rlrZlN,1,1.0,35
VZ16xN,1,0.3333333333333333,400
OABNdK,2,1.6666666666666667,750
VZ16oa,4,2.3333333333333335,750
zKQ6zR,1,1.0,400
NABZJQ,2,1.0,400
ylqa8X,2,0.3333333333333333,400
KMBj2X,2,1.0,1250
jB9VRa,1,1.0,1250
aBrMLB,1,0.3333333333333333,10
YZzAAJ,4,1.6666666666666667,1250
9dJK05,2,1.0,400
24x6G9,1,5.0,750
rlrZQ2,0,0.3333333333333333,10
YZzA1B,2,3.0,750
xdNW7d,1,1.6666666666666667,1250
ylqaBg,0,1.0,75
jB9V84,1,2.3333333333333335,1250
vNx95D,2,1.6666666666666667,1250
LdM22p,2,1.0,750
NABZ2j,0,0.3333333333333333,10
RzB9yj,2,3.0,75
qbElqg,2,1.6666666666666667,200
GrBPPk,1,0.3333333333333333,200
EPbOpX,2,1.6666666666666667,75
6dQBgk,1,1.0,200
VZ16Wy,0,1.0,200
GrBP8o,1,1.0,200
MAdxWM,2,1.0,10
J2k4Po,2,1.0,750
1r2a1W,2,2.3333333333333335,200
AlbXXz,1,1.6666666666666667,200
lNlExk,4,1.6666666666666667,200
g5NoBl,1,5.0,200
LdM2A1,2,5.0,75
24x6QL,1,1.0,10
bl4pZ2,1,1.0,1250
oAVj4V,1,2.3333333333333335,1250
QABQ6p,2,1.0,400
XeBbbY,3,1.6666666666666667,35
24x62j,1,0.3333333333333333,10
oAVjrV,1,0.3333333333333333,10
aBrMWv,2,1.6666666666666667,200
9dJK8Q,1,1.0,200
pLP2pB,4,1.0,75
24x6qV,0,3.0,10
EPbRKq,1,1.6666666666666667,1250
KMBEYM,1,1.0,75
qbElrG,4,1.6666666666666667,400
1r2aol,1,1.0,400
RzB9XJ,2,1.6666666666666667,200
rlrZ8R,1,1.0,200
5dq7BM,2,1.0,750
5dq7KM,2,1.0,400
oAVP61,0,0.3333333333333333,75
1r2ajQ,2,1.6666666666666667,400
5dq7bP,2,1.0,200
BGbRPN,1,1.6666666666666667,1250
YZzABW,2,1.6666666666666667,1250
zKQ6pq,1,0.3333333333333333,200
zKQ9E8,1,1.6666666666666667,750
vNxZPX,2,1.0,75
EPbRzo,2,1.6666666666666667,1250
9dJkGG,2,1.6666666666666667,1250
dY2yyK,2,5.0,10
42N6r5,1,1.0,200
eBxXOl,1,1.0,75
7d9krR,1,1.0,400
PABxD0,1,1.0,35
24x6qp,1,1.0,200
ZdR7OA,1,1.0,200
pLPEBP,2,1.6666666666666667,200
YZzA85,2,5.0,1250
AlbgPB,1,1.0,400
GrBPEL,2,1.0,10
OABNO7,1,1.0,200
dY2M0N,2,1.0,1250
oAVP25,2,1.0,200
jB9RlY,1,1.0,200
6dQBXB,2,1.6666666666666667,1250
J2kPqY,2,1.0,750
EPbOGB,1,1.0,1250
ylqQJ6,1,1.6666666666666667,200
QABZ2g,1,1.0,1250
bl4JPg,1,1.0,200
vNxZGA,2,2.3333333333333335,400
YZz6ZN,1,1.6666666666666667,200
0Ej9d0,1,1.6666666666666667,75
AlbgBo,1,1.6666666666666667,200
0Ej9BQ,2,1.6666666666666667,200
1r2eXO,2,1.0,75
VZ16WM,2,2.3333333333333335,1250
vNx9oQ,2,1.6666666666666667,1250
GrBGvj,1,0.3333333333333333,200
g5Nl9M,2,1.0,1250
qbEl89,2,2.3333333333333335,200
VZ162v,2,1.0,750
bl4pVe,2,0.3333333333333333,200
lNlG7v,2,1.0,200
aBrM8q,1,3.0,400
RzBNoP,1,1.6666666666666667,1250
EPbRQ2,2,2.3333333333333335,750
xdNqrJ,4,3.0,400
GrBGlQ,1,1.6666666666666667,1250
ZdRB40,2,5.0,750
7d9AW2,2,1.6666666666666667,75
PABqMQ,3,1.6666666666666667,1250
0Ej9V0,3,3.0,400
g5Nl5P,2,2.3333333333333335,1250
Albgdl,2,1.0,1250
zKQ9ME,1,3.0,400
DVv85N,2,2.3333333333333335,750
VZ1e8M,1,1.0,200
aBrLEb,2,1.6666666666666667,750
24x6Wj,2,1.0,75
pLPEL1,3,1.0,200
qbErYG,4,2.3333333333333335,750
6dQlWP,3,2.3333333333333335,1250
OAB2Aa,2,1.6666666666666667,400
OAB2b7,2,2.3333333333333335,750
vNxZMd,2,1.6666666666666667,75
eBxXVe,2,3.0,750
DVvG6Z,0,2.3333333333333335,10
QABQqX,0,0.3333333333333333,10
GrBGXp,2,1.0,75
rlr4PX,1,1.0,75
LdMr0l,2,1.6666666666666667,75
eBxJ00,2,0.3333333333333333,10
zKQ90R,2,1.6666666666666667,1250
J2kPVo,2,1.0,200
42N6jr,3,1.0,10
qbErd5,1,1.0,10
8dpBAO,2,1.0,400
DVv81l,1,1.0,400
PABxBV,1,1.6666666666666667,200
5dq7jb,1,1.0,35
1r2ePM,1,1.6666666666666667,1250
1r2e7b,2,1.0,400
ZdR71z,1,1.0,400
LdMrWJ,2,1.0,200
6dQlOJ,1,1.0,35
KMBEyk,3,2.3333333333333335,75
bl4pNL,1,1.0,750
VZ162J,2,0.3333333333333333,400
rlr4p5,3,2.3333333333333335,1250
6dQl1k,1,2.3333333333333335,400
jB9R0a,1,1.0,1250
5dq786,1,1.6666666666666667,35
42N6zO,2,2.3333333333333335,1250
1r2erg,1,1.6666666666666667,1250
LdMrq2,2,1.6666666666666667,1250
MAd4VX,1,1.0,1250
42N69k,1,1.0,750
PABxYe,3,2.3333333333333335,1250
GrBGy2,3,2.3333333333333335,750
EPbRb4,2,1.6666666666666667,75
ZdR7ya,1,1.6666666666666667,1250
bl4Jbo,1,1.0,400
lNlG96,1,1.0,200
ZdR7ga,1,1.6666666666666667,750
xdNWOy,2,1.6666666666666667,400
42N6Ro,2,1.6666666666666667,750
zKQ9BZ,1,1.0,400
5dq7GE,2,1.6666666666666667,400
g5NlDN,2,1.6666666666666667,200
42N6Do,2,1.0,200
WApWXL,3,1.0,75
xdNqlo,3,1.0,750
KMBE2z,2,2.3333333333333335,1250
5dq7xv,2,1.6666666666666667,35
QABZZY,1,1.6666666666666667,200
MAdx0p,2,1.6666666666666667,750
WApWgP,2,1.6666666666666667,200
eBxJ8J,1,1.6666666666666667,750
42N6Ob,1,1.0,200
WApWkQ,2,0.3333333333333333,10
KMBEEg,1,1.0,200
6dQldA,0,0.3333333333333333,200
rlr40N,2,1.6666666666666667,750
WApW6L,2,1.6666666666666667,10
g5NlBD,2,2.3333333333333335,1250
QABZOp,1,1.6666666666666667,200
KMBEgk,2,1.0,75
VZ1eAl,1,0.3333333333333333,35
YZz62W,1,1.0,10
8dpBBl,1,2.3333333333333335,1250
VZ1e6j,0,1.0,750
WApWWe,1,3.0,750
rlr4e2,1,1.0,1250
6dQlqY,1,1.6666666666666667,200
8dpB2A,1,1.6666666666666667,750
NABj2p,2,1.0,750
oAVPaM,2,2.3333333333333335,1250
DVv89p,2,1.6666666666666667,750
jB9RLJ,2,1.0,200
rlrZXl,2,1.0,400
XeBbpg,2,1.0,750
ZdR7e0,2,1.6666666666666667,750
WApWQJ,2,1.0,35
XeBaWz,1,1.0,750
WApWxv,2,1.6666666666666667,1250
AlbgoD,2,1.0,750
dY2MBK,1,1.0,1250
jB9jDa,1,1.6666666666666667,750
jB9RO4,1,1.6666666666666667,400
EPbRj4,0,0.3333333333333333,10
8dpX1O,3,1.6666666666666667,200
OAB6l8,2,1.0,35
J2kPNR,2,1.6666666666666667,400
ylqBN4,2,1.6666666666666667,75
LdMrQp,1,1.0,200
42N6WX,2,1.0,200
RzBAWd,1,3.0,200
oAVq21,1,1.0,1250
BGbyPK,2,1.0,200
OAB648,2,2.3333333333333335,400
KMB9Q8,2,1.6666666666666667,1250
rlr4zR,2,1.6666666666666667,200
5dq7WE,2,0.3333333333333333,200
eBxV50,2,0.3333333333333333,1250
vNxlyd,2,2.3333333333333335,1250
LdMePG,2,1.0,200
EPbRyr,2,0.3333333333333333,200
vNxZ70,2,1.0,1250
9dJ8D1,1,1.0,200
WApLzP,2,1.0,200
9dJ8Np,0,0.3333333333333333,35
AlbEzk,1,1.6666666666666667,400
MAdWKM,1,1.0,200
EPb2PL,4,2.3333333333333335,400
xdNAp9,2,1.6666666666666667,200
5dqJKo,0,1.0,750
rlrejl,1,1.6666666666666667,400
7d9yRP,1,1.0,750
rlre6L,2,1.0,75
DVvjzj,1,1.6666666666666667,1250
dY2Oqo,2,1.6666666666666667,400
AlbE6y,0,1.0,200
J2kQlJ,1,1.0,400
EPb20A,1,1.6666666666666667,1250
BGbrD1,1,3.0,750
RzBABK,0,0.3333333333333333,10
oAVqB5,2,1.6666666666666667,200
xdNAQE,1,5.0,1250
1r2LM4,1,1.0,200
rlredX,2,1.0,10
vNxlql,2,1.6666666666666667,400
XeBplg,1,1.0,750
EPb2do,1,1.6666666666666667,1250
24xW0D,2,1.0,200
oAVqvP,1,1.0,1250
J2kQMR,1,1.0,75
lNlxDk,2,1.0,200
ylqBx6,1,1.0,35
GrBZqL,1,1.6666666666666667,400
lNlxzk,2,0.3333333333333333,200
ZdRMve,1,1.0,35
jB9jga,1,1.6666666666666667,400
aBrRzB,1,0.3333333333333333,200
oAVq0b,1,1.6666666666666667,10
XeBpQg,1,1.0,750
pLPQ48,2,3.0,75
6dQgAY,4,3.0,750
xdNAoy,2,0.3333333333333333,10
ylqBoX,0,0.3333333333333333,10
eBxV8q,1,1.6666666666666667,200
oAVqa1,0,0.3333333333333333,10
24xpyV,3,3.0,1250
0EjKGN,1,2.3333333333333335,400
1r2LyW,4,3.0,1250
NABavG,2,1.6666666666666667,400
YZz1bq,1,1.6666666666666667,750
EPb2gX,1,3.0,400
PAB78B,3,2.3333333333333335,200
8dpX8r,1,1.0,200
WApLda,0,1.6666666666666667,1250
0EjKy6,2,1.0,400
YZz1A0,0,0.3333333333333333,10
xdNA59,1,1.0,750
dY2Ooz,2,1.6666666666666667,750
NABaRj,2,1.6666666666666667,750
QABbZl,2,1.0,1250
5dqJoM,3,3.0,400
rlreXp,2,1.0,75
8dpXYA,0,1.0,750
KMB9AM,2,1.6666666666666667,75
WApLLL,3,1.0,35
AlbEVy,2,1.6666666666666667,200
vNxl7g,1,5.0,1250
GrBZNe,2,2.3333333333333335,1250
YZz18v,1,1.0,750
7d9yy6,3,1.0,200
ylqB1g,1,1.6666666666666667,1250
PAB7M1,2,0.3333333333333333,75
zKQVxM,1,2.3333333333333335,750
lNlx8p,2,1.6666666666666667,1250
5dqNjo,1,2.3333333333333335,750
jB9j11,3,1.6666666666666667,200
5dqJYM,3,3.0,200
kYR2Dr,0,0.3333333333333333,10
zKQV7a,2,5.0,1250
8dp9Nz,0,2.3333333333333335,10
vNxlRX,4,2.3333333333333335,200
9dJe7p,3,3.0,1250
VZ1Kkj,2,1.0,200
WAp48j,3,1.6666666666666667,35
MAdWMA,5,3.0,400
xdNGXv,2,1.0,75
PABo6b,2,1.0,1250
OAB6OM,2,1.6666666666666667,1250
kYR2Ld,1,1.6666666666666667,200
0Ej4MZ,1,1.6666666666666667,200
BGbvpQ,3,1.0,75
8dp9L5,4,2.3333333333333335,1250
EPbpKr,2,1.6666666666666667,35
MAd0AX,5,3.0,400
DVvLzq,3,3.0,750
XeBjEd,2,1.6666666666666667,1250
qbEyL9,0,0.3333333333333333,10
AlbkDW,3,3.0,1250
bl4axo,1,1.0,750
DVvLV5,1,5.0,750
8dp9jk,0,0.3333333333333333,35
24x2LA,2,1.6666666666666667,400
GrBM1j,2,1.6666666666666667,35
1r2L1g,1,1.6666666666666667,200
9dJelG,5,2.3333333333333335,750
xdNG0E,2,1.6666666666666667,750
24x2vA,2,1.6666666666666667,1250
LdM8M2,3,1.6666666666666667,200
jB9KW6,4,1.0,200
NABz8N,3,1.0,200
bl4aL2,1,1.0,200
J2ky8z,3,1.6666666666666667,1250
ZdRxV0,1,1.0,75
PABo0Q,3,1.6666666666666667,200
0Ej4lB,2,1.0,200
QABGxl,5,2.3333333333333335,1250
24x2DM,2,1.6666666666666667,1250
MAd0qA,1,1.0,200
ZdRxgB,2,2.3333333333333335,1250
lNlp2B,1,5.0,10
GrBMjZ,2,1.6666666666666667,400
YZz2Ad,2,2.3333333333333335,750
dY274o,1,1.0,200
PABoP1,1,0.3333333333333333,400
GrBMEp,2,1.6666666666666667,200
NABz2Q,3,3.0,750
g5NB6d,2,0.3333333333333333,35
aBrWJv,3,1.6666666666666667,400
42NZA5,2,5.0,1250
RzBOyJ,2,3.0,1250
lNlp8B,2,1.0,750
EPbp2o,1,1.0,200
VZ1rGy,0,0.3333333333333333,200
kYRqad,3,1.0,1250
0Ej4X0,2,0.3333333333333333,400
eBxbko,2,1.6666666666666667,1250
bl4P96,1,3.0,400
MAd0WY,2,1.6666666666666667,750
9dJe8G,0,0.3333333333333333,10
vNxkjX,0,0.3333333333333333,10
VZ1rXg,0,0.3333333333333333,75
zKQVV8,2,2.3333333333333335,10
QABGgl,5,2.3333333333333335,750
EPb9ll,1,0.3333333333333333,35
24x26V,2,1.6666666666666667,1250
AlbZBe,1,1.6666666666666667,200
qbEyyd,1,2.3333333333333335,200
KMBbM8,1,0.3333333333333333,200
9dJVXE,2,1.6666666666666667,400
zKQl7M,1,1.0,400
pLParP,2,1.6666666666666667,1250
VZ1g0g,1,1.6666666666666667,400
GrBW9e,2,1.0,75
aBrWpq,3,1.6666666666666667,750
5dqRxZ,1,1.0,1250
jB9Ne1,2,1.0,200
KMBbo8,2,2.3333333333333335,1250
DVvQKl,1,0.3333333333333333,10
dY2rYo,1,2.3333333333333335,1250
24x2Jb,4,1.6666666666666667,1250
ylqL9x,2,0.3333333333333333,35
BGbNGQ,1,2.3333333333333335,750
g5N2AO,1,1.0,200
eBx4zJ,1,1.0,400
VZ1gxN,3,1.6666666666666667,750
EPb9Y2,0,1.0,1250
XeBX9e,2,1.0,35
oAVWQN,5,2.3333333333333335,400
6dQoVo,2,3.0,1250
NABzGb,1,1.6666666666666667,400
EPb9El,2,5.0,400
pLPgv1,0,1.0,35
24x2lM,1,1.0,200
OABRKR,2,2.3333333333333335,1250
24xpWb,1,1.0,1250
lNlxeW,3,1.0,1250
OAB6ER,1,0.3333333333333333,1250
DVvQbX,2,1.0,200
jB9jR9,2,1.6666666666666667,1250
KMBbAX,2,1.6666666666666667,200
rlr7bo,2,1.6666666666666667,1250
J2k7jK,0,0.3333333333333333,10
ZdR0bB,1,0.3333333333333333,35
bl4P1Z,0,1.0,75
bl4Pag,2,1.0,750
1r28gg,4,3.0,400
BGbNr5,3,0.3333333333333333,75
GrBWAZ,2,1.6666666666666667,400
xdNKWr,1,1.0,1250
9dJVkQ,2,1.6666666666666667,200
OABvZY,1,1.0,200
42NeJo,4,1.6666666666666667,750
ylqV46,1,1.0,75
pLP8oy,2,1.0,200
5dqW9v,1,1.0,35
ylqVl8,1,1.6666666666666667,200
0EjNE9,1,2.3333333333333335,750
kYRMEZ,2,1.6666666666666667,200
8dp7Zk,0,1.0,1250
WApxEL,1,1.0,200
EPbyLB,2,1.0,400
xdNOZv,2,1.6666666666666667,1250
24x02L,2,1.6666666666666667,1250
WApxeN,1,1.0,1250
J2k5Vo,2,1.0,400
VZ129g,1,1.6666666666666667,400
NABGBl,1,1.6666666666666667,200
VZ12oJ,2,1.6666666666666667,200
J2k5Md,2,1.0,400
EPbyvX,1,1.0,200
oAVXgX,3,1.6666666666666667,200
qbE0ek,1,1.0,1250
g5NKXM,1,1.0,200
24xQRp,1,0.3333333333333333,750
xdNO19,0,1.0,10
vNxoVX,0,0.3333333333333333,75
24xQGe,1,1.0,75
eBxkrJ,2,1.6666666666666667,1250
rlrzbp,1,1.6666666666666667,200
xdNOWd,1,1.6666666666666667,1250
qbE09g,1,1.0,200
VZ12rM,3,1.6666666666666667,750
GrB8jz,2,1.0,75
pLPlbq,2,1.0,1250
24xM8L,3,1.0,750
QABP67,2,3.0,200
6dQaoJ,2,1.6666666666666667,200
PABVZx,2,1.6666666666666667,400
OABWXK,2,1.0,200
ylqWYp,2,1.0,400
VZ1kGv,2,1.0,400
bl40qo,0,0.3333333333333333,200
NABelG,1,1.0,75
5dqy9M,2,1.6666666666666667,35
kYRVEJ,1,2.3333333333333335,1250
Alb1GN,2,0.3333333333333333,35
rlrxo5,2,1.0,75
OABW5A,1,1.0,10
zKQPpR,2,1.6666666666666667,200
WApvYR,0,1.0,1250
xdNOlo,1,0.3333333333333333,200
NABe7W,2,1.6666666666666667,75
aBr8zB,2,1.6666666666666667,1250
MAd98k,2,1.6666666666666667,1250
xdNel5,3,2.3333333333333335,400
xdNe6r,0,0.3333333333333333,35
42NgdO,2,1.6666666666666667,400
5dqyVo,2,1.0,75
QAB6JY,1,1.6666666666666667,200
DVvlbq,1,0.3333333333333333,400
qbE2M2,1,1.6666666666666667,400
5dqyoM,0,0.3333333333333333,10
24xMzp,2,3.0,1250
RzB7Qp,0,1.0,75
GrB2GQ,2,1.0,200
MAd9WE,1,1.0,400
oAV4YX,2,1.6666666666666667,200
g5NRxN,1,2.3333333333333335,400
42NgM5,2,1.0,400
lNlPqW,1,1.0,400
aBr8JE,1,2.3333333333333335,1250
42Ne8r,1,1.0,750
XeBK0d,1,1.0,1250
ZdRpqV,3,1.6666666666666667,400
24xM5V,2,1.0,400
9dJzzE,1,1.6666666666666667,400
dY258K,4,1.6666666666666667,1250
YZzEjJ,3,1.0,400
PABMpV,5,1.0,75
xdNkX5,0,1.0,10
LdMA7v,1,1.0,400
XeBKZP,2,2.3333333333333335,75
jB9dPx,2,2.3333333333333335,750
42NWaY,2,1.6666666666666667,1250
KMBq7X,1,1.6666666666666667,75
oAVry1,1,5.0,400
QABgJk,2,1.6666666666666667,1250
DVvl6p,2,1.0,200
8dpveY,2,1.6666666666666667,35
DVvrvp,2,2.3333333333333335,200
ylqKZX,1,1.0,75
VZ1RYl,2,1.6666666666666667,750
rlrNpR,1,1.6666666666666667,400
vNx710,0,1.6666666666666667,750
DVvrMl,3,3.0,200
bl4B20,2,2.3333333333333335,200
WApGZk,2,1.0,1250
7d9BgZ,4,1.0,75
PABaYx,3,1.6666666666666667,1250
GrBNyk,2,3.0,750
vNx7pD,1,5.0,1250
24xqzL,5,5.0,1250
jB9O5J,2,1.6666666666666667,200
aBrbpq,2,0.3333333333333333,10
rlrx85,1,1.0,35
eBxdOE,2,1.0,10
BGbO2e,1,1.0,35
NABKaW,2,1.6666666666666667,400
g5NyOD,2,1.6666666666666667,400
ylqKLW,2,2.3333333333333335,750
ylqK54,2,1.6666666666666667,200
ZdR4pA,2,3.0,1250
jB9dOY,1,1.0,750
1r2ZLO,1,3.0,400
qbYZaO,2,2.3333333333333335,400
AlboEW,2,1.0,750
BGL4dR,1,1.6666666666666667,200
jB0DlJ,1,1.0,75
eBNZDx,0,0.3333333333333333,200
J2VKAR,2,1.0,75
jB0DQ4,0,0.3333333333333333,10
0Ebr79,2,1.6666666666666667,200
qbYZR9,1,1.6666666666666667,1250
yl0ZDB,3,1.0,400
xd0xPo,1,2.3333333333333335,1250
XeRlWY,1,1.6666666666666667,200
eBNZA0,2,1.0,35
aBjN4X,1,0.3333333333333333,35
VZ9EVv,1,0.3333333333333333,35
yl0Zep,2,1.6666666666666667,200
dYZqdK,1,1.0,200
eBNZzJ,1,1.0,400
J2VKGX,2,1.0,1250
PABaAP,2,1.0,10
YZoDgv,1,3.0,1250
ZdG5yV,1,1.0,75
QAx2qG,1,1.0,400
bl2Vy6,2,1.6666666666666667,1250
Grovo2,1,0.3333333333333333,10
0Ebry9,1,1.0,200
PA2jNB,2,1.0,1250
VZ9Eyj,1,1.6666666666666667,750
WAe9GJ,3,2.3333333333333335,1250
eBNZdq,1,3.0,1250
BGL4r5,1,1.0,75
KMPQ9A,3,1.0,400
1rbP1M,1,0.3333333333333333,200
EPBkqq,3,5.0,1250
MArKXl,1,1.6666666666666667,75
24bEBg,2,1.6666666666666667,1250
yl0PXW,1,1.6666666666666667,200
zK0xYg,2,2.3333333333333335,750
RzZG44,1,1.6666666666666667,200
42142r,2,1.0,200
BGLzXe,3,2.3333333333333335,1250
MAreLA,2,2.3333333333333335,400
OAjDGM,1,1.6666666666666667,1250
jB0aW4,1,1.0,200
dYZWjK,2,1.6666666666666667,750
pLPjdJ,2,1.6666666666666667,750
EPBkPl,0,1.0,400
0EbQbN,1,1.0,400
yl0PeB,0,0.3333333333333333,200
8dJ1rA,0,0.3333333333333333,10
aBjQgW,2,2.3333333333333335,750
aBjQyy,1,1.6666666666666667,75
jB0ap9,2,1.6666666666666667,750
7dJRez,1,1.6666666666666667,750
BGLz71,2,2.3333333333333335,750
NA4p5W,1,1.6666666666666667,750
lNlQkv,2,1.0,750
8dJoAY,2,1.0,750
6d18yo,0,0.3333333333333333,400
dYZWer,1,1.0,75
YZo58J,3,5.0,1250
8dJ175,1,0.3333333333333333,10
XeRxKg,1,3.0,400
rl0jRp,1,1.6666666666666667,750
rl0DO5,2,1.6666666666666667,750
421a7B,1,0.3333333333333333,10
vN0XBX,5,1.0,200
yl0XYW,1,1.0,1250
NA4q0p,1,1.0,200
7dJXK9,3,1.6666666666666667,750
WAeJek,2,5.0,35
Al6rdo,1,1.0,750
yl0Xdg,2,1.6666666666666667,1250
KMPpk8,0,0.3333333333333333,10
rl0DJN,0,0.3333333333333333,75
6d1DWJ,0,0.3333333333333333,10
zK0EJk,1,0.3333333333333333,1250
8dJNGr,2,5.0,1250
XeR5zg,1,1.0,400
bl25aZ,2,1.6666666666666667,1250
xd0Vgo,3,2.3333333333333335,1250
9d6NaY,3,1.0,200
g5QbLJ,2,1.0,1250
OAjQg8,1,1.0,200
PA2RWQ,1,1.6666666666666667,1250
PA2RLd,2,0.3333333333333333,10
qbY58k,2,2.3333333333333335,1250
LdEDeJ,1,1.6666666666666667,1250
g5QbEJ,2,1.6666666666666667,400
xd0VLG,2,1.0,750
RzZWAQ,1,3.0,1250
kY0bMr,2,1.0,400
YZojoW,3,1.0,200
0EbV9P,2,1.0,1250
oA09Xb,1,1.6666666666666667,750
bl2ZB1,3,3.0,750
jB0ZZa,2,1.0,400
dYZENo,2,1.6666666666666667,35
aBj94v,2,1.0,200
pL0ryq,1,1.6666666666666667,400
qbYLA2,1,1.6666666666666667,750
24bX4p,1,0.3333333333333333,75
oA0E9P,2,1.6666666666666667,200
PA2pOb,1,1.6666666666666667,400
eBNMEE,3,2.3333333333333335,750
XeRLLg,2,1.0,750
yl0Mjd,0,0.3333333333333333,10
1rbXOl,3,3.0,750
Al6zN0,2,1.0,750
24bXgj,2,1.0,75
YZoPDW,0,1.0,1250
lN0BYo,2,1.6666666666666667,400
yl0Mgx,3,1.6666666666666667,750
dYZEVo,0,0.3333333333333333,10
jB0Z4E,2,0.3333333333333333,10
Al6zgW,1,2.3333333333333335,1250
9d6BKG,0,0.3333333333333333,10
vN0rj4,2,1.6666666666666667,200
LdEZRv,2,1.0,1250
RzZxOP,3,0.3333333333333333,200
dYZELD,0,0.3333333333333333,10
oA0D9b,2,2.3333333333333335,400
DVXKql,2,1.6666666666666667,400
MArXjX,2,3.0,750
7dJbL0,1,1.6666666666666667,75
OAjlzR,0,0.3333333333333333,400
qbYaBY,1,1.6666666666666667,200
aBjeBv,1,1.0,75
RzZd4d,1,1.0,10
yl0Nx4,2,1.0,200
VZ9j8J,1,1.6666666666666667,75
XeRrBO,1,0.3333333333333333,10
ZdG8b0,4,5.0,1250
XeRrOd,2,2.3333333333333335,200
6d1eA5,1,0.3333333333333333,10
kY09zd,3,1.0,200
6d1epo,2,3.0,1250
bl29y1,1,5.0,750
lN0qY6,3,1.0,750
RzZd2Q,2,1.0,200
eBND8k,0,1.0,200
lN0BDN,1,1.6666666666666667,200
24bXyj,1,1.6666666666666667,400
RzZdlK,2,2.3333333333333335,750
YZoR15,2,1.6666666666666667,750
g5QeBd,0,0.3333333333333333,10
kY09M6,3,1.0,750
XeRJxV,3,1.6666666666666667,750
EPBddA,2,0.3333333333333333,200
kY0eNZ,3,1.6666666666666667,1250
VZ9QGl,2,1.6666666666666667,75
vN0eAl,3,3.0,1250
EPBdQl,2,1.0,200
RzZM8d,1,1.0,400
QAxe0G,1,0.3333333333333333,750
RzZMvJ,3,1.0,400
8dJapO,2,2.3333333333333335,200
dYZaZq,1,1.0,400
pL0y5E,1,1.0,750
8dJa6x,2,1.6666666666666667,750
7dJLP9,3,5.0,1250
DVXkPX,4,1.6666666666666667,1250
ZdGEWv,0,0.3333333333333333,35
6d1jYN,1,0.3333333333333333,35
EPBde2,2,2.3333333333333335,750
WAeEMN,2,1.0,750
PA21Nx,1,0.3333333333333333,1250
jB06VJ,2,1.0,200
OAj46g,2,1.6666666666666667,35
KMP57A,2,2.3333333333333335,750
bl2j0g,0,0.3333333333333333,10
PA29Rb,0,0.3333333333333333,10
KMPxY7,3,1.6666666666666667,400
9d6ZDK,1,1.0,75
zK0M20,1,1.0,200
MAra58,2,2.3333333333333335,1250
jB0ovx,3,5.0,200
dYZ08o,0,0.3333333333333333,10
PA29Pb,1,1.0,200
xd0Dlr,0,0.3333333333333333,200
J2VlWo,4,1.6666666666666667,200
dYZ0pA,1,1.0,750
aBj40Z,3,1.0,400
7dJKYz,2,1.6666666666666667,400
MAraqY,3,1.0,750
WAeRaL,1,1.0,750
XeRoaz,1,1.0,750
VZ9Pya,2,1.6666666666666667,1250
24bAoL,1,1.0,200
6d1KqA,2,1.0,200
WAeRxk,1,0.3333333333333333,35
5dl90b,2,1.6666666666666667,1250
OAjXOY,2,1.6666666666666667,750
RzZojd,1,2.3333333333333335,1250
24bA0e,2,1.6666666666666667,200
421KXY,5,0.3333333333333333,10
oA026x,3,1.0,75
8dJZzO,1,1.0,1250
8dJZN5,5,1.0,200
EPBxxN,2,1.0,200
6d1Zx5,2,1.0,200
lN060X,1,0.3333333333333333,200
421K15,3,1.6666666666666667,200
WAeRVL,3,1.0,1250
7dJN5Z,0,0.3333333333333333,200
J2VOgo,2,2.3333333333333335,1250
eBNRqx,2,1.6666666666666667,200
9d67bK,0,1.6666666666666667,75
421r7Y,3,1.0,1250
WAezOe,1,1.0,200
YZoajN,0,0.3333333333333333,750
EPBWPX,2,1.0,1250
24bX0b,1,1.0,750
LdEPgv,0,0.3333333333333333,10
BGL7D7,2,1.6666666666666667,75
QAxRll,1,0.3333333333333333,75
LdEpLj,1,1.0,750
eBNRJO,3,1.0,400
rl0Pev,3,1.0,750
6d1NEP,1,1.6666666666666667,750
pL0OXB,2,1.6666666666666667,1250
rl0ABp,2,1.0,1250
oA0MD5,2,1.6666666666666667,200
421x2Y,1,0.3333333333333333,200
PA25pP,1,1.6666666666666667,1250
bl2xOZ,0,0.3333333333333333,75
VZ9Jzy,2,2.3333333333333335,750
Al6Lvy,1,1.0,75
aBjYvE,2,1.0,400
GrodaO,2,1.6666666666666667,1250
EPBQjN,2,1.0,200
7dJ26P,2,1.0,400
PA26z0,3,3.0,750
PA2690,1,1.0,10
OAj56R,3,1.0,1250
jB0yy1,1,0.3333333333333333,1250
LdEbJl,2,1.0,750
7dJW4R,2,1.6666666666666667,400
OAjzjg,2,1.6666666666666667,400
dYZ62d,4,2.3333333333333335,1250
KMP6W8,1,1.0,200
