Submission ID,cup_assumptions,spent_assumptions,eq_assumptions
Albeae,1,1.0,400
lNlkMX,2,1.6666666666666667,1250
OABMVa,1,1.0,200
XeBP2z,1,1.0,200
eBxWpl,3,1.0,35
RzBy2K,3,1.6666666666666667,1250
GrBAjZ,3,1.6666666666666667,750
KMBKaD,4,1.0,1250
ZdRrQV,0,0.3333333333333333,35
1r2oRg,2,1.0,75
kYRBkZ,1,1.0,35
oAVLzb,2,1.0,200
aBrqzZ,0,0.3333333333333333,75
EPb76l,2,1.6666666666666667,1250
7d9rPa,1,0.3333333333333333,75
DVv69R,2,1.6666666666666667,750
42NVdA,2,1.0,1250
g5N6OP,2,5.0,750
J2kvZR,2,2.3333333333333335,1250
RzBylj,2,3.0,200
qbE1zO,2,1.0,200
jB9AEQ,2,1.6666666666666667,1250
xdN5ov,1,1.0,200
9dJja5,2,1.0,400
kYRBQe,2,3.0,400
24xGVD,2,1.0,750
VZ1O46,4,1.6666666666666667,750
PABJee,2,1.0,200
eBxWYQ,1,0.3333333333333333,200
qbE1NO,2,1.0,750
oAVLaP,3,1.0,400
LdMLgl,2,1.6666666666666667,750
ylq5zd,3,1.6666666666666667,1250
NAB1EO,1,3.0,750
7d9rj0,1,1.6666666666666667,750
ZdRrKB,2,1.0,1250
xdN56d,1,1.0,75
rlrMg2,3,1.6666666666666667,200
qbE1pg,1,1.0,10
pLPpXJ,3,2.3333333333333335,1250
xdN5vk,2,1.0,200
vNx5a0,5,5.0,400
LdML6J,1,1.0,1250
6dQEyJ,1,1.0,1250
xdN5L5,2,2.3333333333333335,750
OABMra,1,1.0,400
jB9AgQ,1,1.0,75
EPb7AB,3,3.0,75
GrBAQO,2,3.0,1250
lNlk9v,2,2.3333333333333335,750
eBxWox,3,0.3333333333333333,200
VZ1OyM,1,0.3333333333333333,10
KMBKNV,1,1.0,400
OABMyY,2,1.6666666666666667,400
WApVjR,1,1.0,75
OABMKR,2,1.0,200
XeBPyL,3,3.0,1250
VZ1OBg,1,1.6666666666666667,1250
1r2ox1,0,0.3333333333333333,75
LdMLVl,1,1.0,400
oAVLQO,2,1.0,1250
pLPpNJ,0,0.3333333333333333,400
eBxWPk,2,1.0,750
VZ1Oxj,0,0.3333333333333333,10
zKQ54R,2,1.6666666666666667,400
eBxWyl,1,1.6666666666666667,1250
rlrM1R,1,1.6666666666666667,200
24xGZD,2,3.0,750
VZ1Oyy,0,1.0,75
XeBPdg,1,1.6666666666666667,400
rlrMRN,2,5.0,1250
6dQEGk,2,1.0,1250
EPb7YB,1,1.0,1250
7d9rEa,2,1.6666666666666667,200
ylq5Rx,2,1.0,400
MAdpgk,1,1.0,750
g5N6vJ,1,1.6666666666666667,1250
0EjRlB,3,1.0,750
9dJjPQ,2,2.3333333333333335,1250
AlbeND,1,1.0,1250
OABMkM,2,3.0,1250
zKQ5dk,2,0.3333333333333333,1250
7d9rgR,3,1.6666666666666667,400
vNx5pl,1,1.0,75
EPb7e4,2,1.6666666666666667,750
DVv6PZ,2,1.0,1250
MAdpPk,2,1.0,400
ylq5rg,0,0.3333333333333333,400
24xG7M,1,2.3333333333333335,10
bl4Qz6,1,1.0,750
6dQE9Y,2,1.0,75
eBxWvQ,2,2.3333333333333335,750
ZdRrXo,1,1.0,400
24xGy9,1,1.6666666666666667,750
xdN57r,1,0.3333333333333333,200
lNlkXk,2,0.3333333333333333,75
9dJjyV,2,1.6666666666666667,400
RzBy19,2,1.6666666666666667,200
J2kvgK,1,1.0,750
J2kvbo,2,1.6666666666666667,750
DVv6ZE,1,1.6666666666666667,750
XeBPvY,2,0.3333333333333333,1250
ZdRrAo,1,1.0,400
NAB1O0,3,2.3333333333333335,750
J2kvBr,2,2.3333333333333335,1250
ylq5px,2,1.0,400
KMBKRg,2,1.6666666666666667,400
OABMyg,2,2.3333333333333335,750
oAVLax,2,2.3333333333333335,750
VZ1OXg,2,1.6666666666666667,200
WApVdv,2,1.6666666666666667,1250
EPb7rr,2,2.3333333333333335,400
NAB1gO,2,1.6666666666666667,200
XeBPkY,3,1.0,1250
vNx5Wg,2,1.6666666666666667,400
LdMLOy,1,1.0,35
aBrqa2,2,1.6666666666666667,1250
WApVXN,2,1.0,1250
OABMeg,3,1.0,750
NAB1xl,2,2.3333333333333335,75
dY2ekV,2,3.0,200
LdMLBv,2,1.6666666666666667,200
Albe0e,1,1.0,75
eBxW8e,2,1.6666666666666667,750
8dp4V5,2,5.0,1250
1r2ozp,2,1.6666666666666667,400
DVv6al,2,1.6666666666666667,1250
QABl4Y,1,3.0,200
DVv6EZ,2,1.0,1250
J2kvxR,3,1.6666666666666667,200
eBxWGe,1,3.0,200
KMBKA8,1,2.3333333333333335,750
DVv6Wl,2,1.6666666666666667,200
QABlyG,0,0.3333333333333333,200
pLPp58,3,1.6666666666666667,1250
VZ1Oqj,1,1.0,200
XeBPNP,1,1.0,35
jB9Aq4,0,1.0,750
qbE1M9,3,1.0,200
5dqPON,2,1.6666666666666667,1250
rlrMW2,2,1.0,1250
dY2ezr,2,1.6666666666666667,200
oAVLgb,1,3.0,750
GrBAaZ,2,2.3333333333333335,1250
7d9rOZ,2,1.0,1250
kYRB1e,1,0.3333333333333333,35
24xGzj,4,5.0,1250
XeBPQP,3,1.0,10
9dJj4E,2,1.0,400
MAdpqA,0,1.0,200
AlbeOz,2,1.6666666666666667,200
NAB1Qj,3,3.0,1250
GrBA5O,0,0.3333333333333333,75
24xGYj,2,1.0,750
kYRBXR,2,1.0,400
WApV6N,3,1.0,1250
dY2eXo,2,1.0,400
QABlp7,2,2.3333333333333335,400
ylq5GX,1,0.3333333333333333,400
EPb7Al,1,1.6666666666666667,35
42NVEA,1,1.6666666666666667,1250
aBrqgb,2,1.6666666666666667,400
42NVYX,2,1.6666666666666667,750
oAVL1x,2,1.6666666666666667,400
KMBKZV,1,2.3333333333333335,400
1r2oyl,0,1.0,750
42NVEr,2,1.0,400
g5N614,2,1.6666666666666667,400
0EjRyj,4,3.0,1250
6dQEzJ,3,1.0,75
jB9Ara,0,1.0,35
dY2e4K,0,0.3333333333333333,10
zKQ5vM,2,5.0,1250
YZzlgW,1,0.3333333333333333,400
pLPpZ1,1,1.0,200
J2kvro,1,1.6666666666666667,750
rlrMp2,1,1.6666666666666667,1250
QABlWG,2,5.0,1250
vNx5d4,1,1.6666666666666667,200
jB9AzQ,1,1.6666666666666667,200
MAdp2M,1,1.0,200
7d9rYZ,2,1.6666666666666667,750
g5N6XO,2,1.0,400
PABJr1,2,1.0,200
RzByg4,1,1.0,200
MAdpGl,2,1.0,200
g5N6rD,1,1.6666666666666667,200
RzByaj,2,1.0,750
PABJLV,2,1.6666666666666667,750
GrBA4k,2,0.3333333333333333,35
zKQ5o0,2,0.3333333333333333,200
GrBAOp,1,1.0,750
qbE1QY,1,1.6666666666666667,400
EPb77N,1,1.0,10
Albeek,2,1.0,200
WApV7a,2,2.3333333333333335,75
GrBAAo,2,1.6666666666666667,750
rlrMMl,2,1.0,1250
VZ1Oag,2,1.0,400
5dqPa6,2,1.6666666666666667,400
J2kvj4,2,2.3333333333333335,400
XeBPAj,1,1.6666666666666667,35
24xGdL,1,1.6666666666666667,1250
qbE117,1,1.0,200
42NVVk,2,1.6666666666666667,1250
5dqPYo,2,1.0,750
J2kv4d,1,3.0,400
EPb7VX,0,0.3333333333333333,75
LdMLxj,4,2.3333333333333335,1250
1r2o0Q,1,2.3333333333333335,1250
bl4QJo,2,1.6666666666666667,750
42NV6b,2,1.0,200
aBrqJv,1,1.0,200
OABMM7,0,1.6666666666666667,200
42NVMb,2,3.0,1250
WApVaj,1,1.6666666666666667,200
RzByQ9,2,1.0,750
OABMM8,2,3.0,750
42NVlk,1,1.0,200
XeBP6j,1,0.3333333333333333,1250
eBxWWO,1,1.0,750
PABJqb,2,1.6666666666666667,200
6dQEBB,1,2.3333333333333335,200
GrBAEp,2,1.0,200
xdN5qo,2,1.6666666666666667,400
g5N6VO,2,2.3333333333333335,750
eBxWXO,1,1.6666666666666667,750
KMBKj7,2,2.3333333333333335,400
5dqP06,2,1.6666666666666667,750
zKQ58a,3,3.0,1250
EPb7RN,2,1.6666666666666667,1250
DVv685,2,2.3333333333333335,200
RzByed,2,1.6666666666666667,400
oAVLjV,2,2.3333333333333335,1250
dY2ery,1,1.0,35
pLPp2b,2,1.6666666666666667,1250
QABlN8,2,1.0,750
GrBAZj,0,0.3333333333333333,400
YZzl75,1,1.6666666666666667,750
ylq58B,1,1.6666666666666667,1250
ylq5AB,0,0.3333333333333333,10
AlbeR0,2,1.6666666666666667,1250
dY2eoo,1,1.0,200
YZzlAd,2,1.6666666666666667,750
NAB1NB,1,1.6666666666666667,1250
aBrqR9,1,0.3333333333333333,200
LdMLr1,1,3.0,750
zKQ5k1,1,1.6666666666666667,200
42NVbO,1,0.3333333333333333,200
oAVLJ1,1,1.6666666666666667,400
jB9AN6,1,1.0,200
qbE1l7,0,0.3333333333333333,200
42NV0X,3,1.0,35
7d9rrA,1,0.3333333333333333,750
5dqPNM,2,1.6666666666666667,400
ZdRrbz,3,1.6666666666666667,400
vNx5RA,1,1.0,200
0EjRqN,1,1.0,75
vNx59Q,2,2.3333333333333335,750
EPb72o,0,0.3333333333333333,10
dY2eJq,1,1.0,400
PABJxb,0,2.3333333333333335,75
6dQEEB,2,1.6666666666666667,200
6dQE6P,2,1.6666666666666667,200
pLPpYq,1,1.6666666666666667,200
XeBP7g,3,1.6666666666666667,35
rlrM8l,1,1.0,200
RzByqd,2,1.0,1250
9dJjKY,1,0.3333333333333333,1250
RzByNl,0,0.3333333333333333,10
VZ1O7J,2,3.0,1250
vNx5kd,2,1.6666666666666667,400
8dp4DO,1,1.0,200
7d9rkA,1,1.6666666666666667,200
GrBAAp,3,2.3333333333333335,750
rlrMQN,1,1.0,200
GrBAW2,1,1.0,1250
6dQEqe,1,1.0,750
RzBypp,2,2.3333333333333335,750
zKQ5AR,1,1.0,1250
eBxWg0,3,1.0,200
jB9AAx,0,0.3333333333333333,35
oAVLLV,0,1.0,200
YZzl6d,3,2.3333333333333335,1250
g5N6EN,0,0.3333333333333333,10
xdN5AG,1,1.6666666666666667,400
ZdRrBy,1,1.0,1250
YZzl2q,2,1.0,200
rlrM75,1,1.0,400
zKQ5Ba,0,0.3333333333333333,75
0EjRX0,1,1.0,400
VZ1OgE,2,3.0,200
9dJjjY,2,1.6666666666666667,1250
J2kvE4,1,1.0,200
rlrM4M,3,1.6666666666666667,400
8dp4Bx,0,0.3333333333333333,75
jB9A4a,2,1.6666666666666667,200
42NVVO,2,2.3333333333333335,400
bl4QRg,3,1.6666666666666667,400
pLPpqq,0,1.0,750
42NV6O,3,1.6666666666666667,1250
GrBAM2,2,3.0,750
LdML4j,1,0.3333333333333333,1250
42NVeB,1,1.0,1250
QABllp,3,3.0,200
RzByNJ,1,1.6666666666666667,200
oAVLP1,2,1.6666666666666667,200
kYRBj1,2,1.6666666666666667,200
EPb79q,3,1.6666666666666667,750
aBrqMq,1,1.0,750
GrBAVZ,2,0.3333333333333333,750
5dqP7d,1,0.3333333333333333,200
kYRBL6,2,1.0,750
DVv6oR,1,1.0,200
GrBAGj,2,1.6666666666666667,750
24xG9L,1,0.3333333333333333,200
lNlkGW,2,1.0,1250
vNx58v,2,1.0,35
g5N6BN,0,0.3333333333333333,10
OABMRK,2,2.3333333333333335,750
eBxWVq,2,1.0,400
5dqPJM,0,1.0,1250
7d9ryL,1,1.0,750
aBrq7E,1,2.3333333333333335,1250
XeBPa4,2,1.0,75
kYRBqJ,2,1.6666666666666667,750
24xGGL,1,1.0,75
aBrqqq,2,1.6666666666666667,1250
VZ1O6v,2,1.6666666666666667,750
jB9AjR,2,0.3333333333333333,75
AlbeM0,2,2.3333333333333335,200
NAB1ZQ,3,1.6666666666666667,10
xdN5GG,2,1.0,1250
oAVLJX,0,0.3333333333333333,10
lNlkx5,4,1.0,400
ZdRrqa,2,1.6666666666666667,750
OABM28,5,1.0,75
xdN5by,1,1.0,750
ylq5Lp,0,1.0,200
0EjR96,1,1.0,400
dY2eMA,2,3.0,35
jB9A4x,4,1.0,400
42NV5B,1,1.0,200
oAVLZP,2,1.6666666666666667,75
EPb77X,3,1.6666666666666667,1250
OABMq7,2,1.6666666666666667,1250
PABJJ5,2,1.0,200
1r2oQQ,4,2.3333333333333335,1250
6dQEoO,2,1.6666666666666667,1250
24xG6V,1,1.0,35
lNlkkB,2,0.3333333333333333,200
oAVL8e,1,1.0,200
rlrMz5,2,1.6666666666666667,200
42NV0k,2,2.3333333333333335,750
MAdpZp,3,2.3333333333333335,750
eBxW4E,5,1.0,200
OABMx7,1,1.0,200
OABMZR,0,0.3333333333333333,400
GrBAPo,1,1.0,35
jB9AKR,5,1.6666666666666667,200
QABl98,0,0.3333333333333333,75
lNlk8B,2,2.3333333333333335,200
NAB1kW,4,3.0,400
PABJQ5,1,2.3333333333333335,750
dY2eOz,2,0.3333333333333333,10
LdML8G,0,0.3333333333333333,75
ylq5O0,3,1.0,200
9dJjAp,1,1.6666666666666667,750
NAB1GW,2,2.3333333333333335,35
GrBAGo,1,1.0,400
7d9rG9,0,1.0,400
24xGWV,1,1.0,200
5dqPRP,2,2.3333333333333335,400
KMBK9M,1,0.3333333333333333,400
kYRB26,3,1.0,400
ZdRrry,0,2.3333333333333335,750
g5N6ld,2,1.0,200
DVv6Qj,2,2.3333333333333335,1250
MAdpxX,3,5.0,1250
rlrM9l,2,1.0,1250
BGbWRN,1,1.6666666666666667,1250
BGbWNA,1,1.0,400
xdN5Wo,2,1.6666666666666667,1250
9dJjb1,3,1.6666666666666667,1250
bl4Q1g,1,1.0,200
9dJjeG,1,0.3333333333333333,1250
J2kvPd,1,1.0,200
EPb7oX,2,1.0,200
RzByAl,1,2.3333333333333335,1250
PABJKd,1,1.0,10
42NVZb,1,3.0,1250
QABlZg,2,1.6666666666666667,200
kYRBBM,0,1.0,200
qbE1r2,0,0.3333333333333333,10
vNx55Q,2,1.0,200
YZzll5,2,1.6666666666666667,75
QABlQp,3,2.3333333333333335,1250
jB9ARE,3,5.0,1250
EPb7Ro,1,0.3333333333333333,400
RzBy7P,1,1.0,35
pLPpjE,1,0.3333333333333333,10
BGbWMA,2,1.0,400
zKQ5P8,4,3.0,200
24xGqb,2,0.3333333333333333,200
MAdpog,2,1.0,400
YZzAPv,2,1.6666666666666667,1250
NAB1Kb,3,1.0,750
qbE1xk,1,1.0,200
PABqjP,1,0.3333333333333333,400
rlrMx5,1,1.6666666666666667,1250
oAVj6M,2,1.0,35
rlrZ5X,2,1.6666666666666667,1250
aBrMNW,1,1.0,400
ZdRrpv,1,2.3333333333333335,400
0EjWQP,1,1.6666666666666667,400
24x6Eg,1,1.0,35
24x6XM,2,2.3333333333333335,1250
5dqAXv,2,1.6666666666666667,750
bl4Jq7,1,1.6666666666666667,1250
OABMpA,2,1.0,35
qbElGO,0,0.3333333333333333,35
WAp79L,0,1.0,75
PABq11,1,1.0,200
eBxWdo,5,3.0,1250
QABlgk,1,1.0,200
NABZrp,1,1.0,75
8dp4vo,1,0.3333333333333333,200
oAVL4M,1,1.0,200
8dplLl,1,0.3333333333333333,35
MAdxD8,0,0.3333333333333333,10
VZ16pN,2,1.0,1250
jB9VDY,1,2.3333333333333335,400
bl4J97,2,1.6666666666666667,750
zKQ6xZ,0,0.3333333333333333,35
6dQEb5,1,0.3333333333333333,35
0EjWrQ,2,1.6666666666666667,1250
ZdRBOV,2,3.0,75
MAdxeE,2,1.0,200
VZ16p6,2,1.6666666666666667,400
lNlEBX,1,1.6666666666666667,750
dY2eLN,1,1.6666666666666667,35
1r2o1L,2,1.0,1250
VZ16G6,2,1.0,750
zKQ6YM,0,0.3333333333333333,200
BGbRde,3,2.3333333333333335,400
LdMLA2,3,2.3333333333333335,1250
42NbKA,1,1.0,35
lNlEbV,2,5.0,75
pLP2rP,2,1.0,400
DVv6rp,2,1.0,200
lNlko6,2,1.0,200
eBxW1o,2,1.0,750
VZ16El,2,1.0,200
BGbWPY,1,1.0,1250
AlbX7o,1,1.6666666666666667,200
oAVLrM,1,1.0,400
1r2aW4,2,2.3333333333333335,750
RzB9Kv,3,3.0,200
1r2oqO,1,1.0,200
42NbKr,2,1.6666666666666667,75
24x6PD,2,1.6666666666666667,750
OABNlM,2,0.3333333333333333,75
8dp47Y,0,1.0,200
RzB9WQ,1,5.0,10
jB9VZ1,1,3.0,750
oAVj2b,3,2.3333333333333335,1250
jB9VlQ,4,2.3333333333333335,200
GrBA2z,1,0.3333333333333333,400
9dJKQ5,3,1.0,400
aBrMdX,2,1.0,750
EPbOWB,2,1.6666666666666667,1250
OABNQk,1,3.0,750
dY2yEV,1,1.6666666666666667,400
vNx9Yl,2,1.6666666666666667,1250
dY2yWD,2,0.3333333333333333,400
bl4J50,1,1.0,200
WAp7OL,2,1.0,400
zKQ6yk,1,1.6666666666666667,200
DVvGKE,1,1.6666666666666667,750
YZzlN6,0,1.6666666666666667,75
zKQ6Ng,1,1.0,200
pLP2ey,2,1.0,1250
KMBjeD,2,1.6666666666666667,750
KMBjzD,0,3.0,750
5dqAKb,1,1.0,400
vNx9eg,2,1.0,200
aBrM4Z,1,1.0,200
EPb74L,3,1.0,750
kYRPbd,2,1.0,400
PABq91,2,1.6666666666666667,1250
RzB9oK,1,1.0,400
qbE12k,3,3.0,400
J2k4dX,3,1.6666666666666667,750
zKQ6DM,1,1.6666666666666667,10
7d9kl6,2,1.6666666666666667,400
8dplQz,2,0.3333333333333333,75
QABQeY,0,0.3333333333333333,10
6dQB8o,2,1.6666666666666667,400
MAdxEk,2,1.6666666666666667,35
6dQB7J,1,0.3333333333333333,35
9dJK9E,2,2.3333333333333335,200
XeBb0L,2,1.0,200
AlbX2y,1,1.0,750
QABQ5G,2,1.6666666666666667,1250
GrBPdk,3,1.0,200
kYRPEo,2,2.3333333333333335,400
VZ165y,2,0.3333333333333333,200
7d9kWR,4,3.0,1250
xdNWMd,2,1.6666666666666667,1250
24x6jM,2,1.0,200
DVvGkl,2,3.0,750
7d9kx0,1,0.3333333333333333,750
aBrMYb,2,1.0,200
XeBboP,3,2.3333333333333335,400
oAVj9N,2,1.0,400
lNlEeo,1,1.0,10
LdM2zJ,2,2.3333333333333335,1250
YZzARv,1,1.0,200
bl4Je6,3,1.0,75
lNlEOo,1,1.6666666666666667,10
rlrZDX,1,1.6666666666666667,1250
g5NoGD,2,1.0,400
dY2yar,1,1.6666666666666667,200
PABqj0,1,1.0,10
42Nb7r,1,1.0,200
VZ16zM,2,1.6666666666666667,200
8dplzr,1,1.6666666666666667,75
g5N6RK,1,0.3333333333333333,200
EPbO52,4,5.0,750
g5NoqP,1,1.6666666666666667,75
KMBj1X,0,1.0,750
jB9VQJ,1,1.0,200
24xGMA,0,0.3333333333333333,10
6dQBLN,2,1.6666666666666667,750
xdNWav,2,1.0,200
ylqaYX,0,0.3333333333333333,35
KMBjVX,1,1.6666666666666667,200
8dplKP,0,1.0,35
oAVjb5,2,2.3333333333333335,750
rlrZao,1,1.0,200
EPbOQr,2,1.0,200
OABN1k,3,2.3333333333333335,200
WAp75v,2,1.6666666666666667,1250
QABQVX,2,1.0,1250
OABMOp,3,1.6666666666666667,200
VZ1ORl,1,0.3333333333333333,10
oAVj65,2,1.6666666666666667,750
YZzlE0,2,1.0,200
rlrZA2,2,1.6666666666666667,200
ylqa28,3,2.3333333333333335,750
OABNQM,0,1.0,10
6dQBjA,1,1.0,400
BGbRxR,2,1.0,200
xdNWDd,2,1.0,750
pLPplE,2,5.0,35
eBxXZJ,2,2.3333333333333335,1250
BGbR7R,1,1.0,35
EPbOxB,2,1.6666666666666667,400
qbElA9,1,1.0,750
0EjW6B,1,0.3333333333333333,35
xdNWx9,1,1.6666666666666667,1250
PABJad,2,1.0,200
BGbRpe,1,1.0,200
WAp7Ee,2,3.0,10
DVvGdN,0,0.3333333333333333,400
EPbOqA,2,1.6666666666666667,75
42NbXo,3,5.0,750
qbElDO,1,3.0,75
kYRBDj,2,1.6666666666666667,75
lNlkJp,3,0.3333333333333333,200
24x68b,4,1.0,35
VZ16j6,0,0.3333333333333333,35
1r2aA4,2,1.0,75
xdNWa5,3,1.6666666666666667,1250
8dplNk,4,1.6666666666666667,200
BGbRXK,2,3.0,1250
J2k4AK,2,1.0,400
NABZWj,2,1.6666666666666667,200
1r2a91,3,1.6666666666666667,35
42NbB5,0,1.0,200
aBrM5Z,1,2.3333333333333335,75
0EjRN0,2,1.0,750
oAVjDN,4,5.0,200
pLP2dP,2,1.0,200
VZ16Qj,1,1.0,75
PABJa0,1,1.0,1250
g5N6yK,2,1.6666666666666667,1250
NABZl0,2,1.0,200
AlbXve,2,1.6666666666666667,1250
GrBP6O,3,1.6666666666666667,200
NABZoO,2,2.3333333333333335,1250
lNlErN,0,1.0,35
42NbxA,3,1.6666666666666667,1250
OABN7a,0,0.3333333333333333,10
DVvGBE,0,1.0,75
LdMLRO,0,0.3333333333333333,75
6dQBeN,1,1.0,1250
5dqPWP,2,1.6666666666666667,400
ZdRBEV,3,1.6666666666666667,750
0EjW7A,3,1.0,750
0EjWOB,1,1.0,200
xdNWJd,4,1.0,200
dY2yNV,2,0.3333333333333333,1250
0EjR2Q,0,1.0,75
qbEla5,4,1.6666666666666667,200
24x649,2,1.0,750
dY2yYK,2,1.6666666666666667,75
DVvGNZ,2,1.6666666666666667,1250
MAdx5M,1,1.6666666666666667,750
zKQ6eR,2,2.3333333333333335,400
NABZ0l,2,0.3333333333333333,200
vNx920,0,0.3333333333333333,10
RzB9zj,2,5.0,1250
9dJK1Q,2,1.6666666666666667,1250
J2k42R,2,3.0,200
ylqaq4,2,1.0,75
8dplpx,2,1.6666666666666667,200
rlrZLl,1,1.0,400
eBxX20,2,1.0,75
DVvGDq,3,5.0,400
42NboO,1,1.0,10
dY2yPo,3,1.6666666666666667,400
GrBPJo,2,1.6666666666666667,10
zKQ6W1,1,1.0,200
EPbOJN,2,1.6666666666666667,400
eBxXL0,1,2.3333333333333335,400
EPbO04,1,1.6666666666666667,1250
PABql5,2,1.0,35
1r2aEp,2,2.3333333333333335,750
1r2avQ,1,1.6666666666666667,75
aBrMrq,2,1.0,200
5dqAEM,1,1.6666666666666667,750
aBrMGB,2,1.6666666666666667,750
PABqX5,1,1.6666666666666667,200
ylqaop,2,3.0,750
5dqAeP,1,0.3333333333333333,400
aBrMK9,2,0.3333333333333333,75
MAdxOM,1,2.3333333333333335,200
PABqbd,0,0.3333333333333333,10
ZdRBP0,2,1.0,35
VZ16bE,2,2.3333333333333335,400
VZ168g,2,1.0,35
xdNWPy,4,1.6666666666666667,400
oAVjyx,2,1.0,75
ZdRBYz,1,2.3333333333333335,200
6dQBOB,1,1.6666666666666667,10
QABQr7,2,1.0,400
aBrM0v,1,0.3333333333333333,200
bl4J62,2,1.0,750
ZdRBRy,5,5.0,200
DVvGJq,2,1.0,750
42Nb1b,2,3.0,400
qbElY2,1,1.6666666666666667,10
ZdRBZa,1,1.0,1250
OABNzg,3,3.0,1250
xdNW0o,2,2.3333333333333335,1250
xdNWPo,0,0.3333333333333333,10
kYRPZR,1,0.3333333333333333,10
J2k4D4,4,1.6666666666666667,200
9dJKo1,2,1.0,1250
kYRPpd,3,2.3333333333333335,1250
BGbRD5,2,3.0,750
rlrZlR,0,0.3333333333333333,10
AlbXqk,2,1.0,200
rlrZKN,2,1.6666666666666667,1250
MAdxAA,0,0.3333333333333333,35
AlbXWB,1,2.3333333333333335,35
MAdxYp,2,1.6666666666666667,1250
oAVjKX,1,1.6666666666666667,1250
rlrZ2M,2,1.0,200
YZzAx6,1,1.0,1250
bl4JY2,2,1.6666666666666667,200
OABNdp,2,1.6666666666666667,1250
oAVjBP,1,0.3333333333333333,75
WAp70N,1,1.0,1250
LdM20v,1,1.6666666666666667,1250
lNlE46,1,1.6666666666666667,750
lNlE0W,1,2.3333333333333335,200
KMBj08,1,0.3333333333333333,10
jB9VJ6,0,0.3333333333333333,10
YZzAVq,3,5.0,750
jB9Vz9,1,1.0,200
0EjWPy,1,1.0,200
42NbpB,1,3.0,200
42NbGd,1,1.0,75
1r2aNO,2,1.6666666666666667,750
PABq2b,2,2.3333333333333335,1250
NABZBQ,2,3.0,200
NABZLB,0,1.6666666666666667,200
lNlENv,0,1.0,200
WAp7Pj,1,2.3333333333333335,750
rlrZqL,2,3.0,400
kYRPxZ,2,1.0,10
24x6JL,2,1.0,200
AlbX9N,0,0.3333333333333333,10
VZ16Zy,1,2.3333333333333335,1250
9dJK44,0,1.0,200
YZzAzd,3,1.0,75
RzB9gQ,2,1.6666666666666667,750
XeBbB4,3,1.6666666666666667,200
24x67A,2,1.6666666666666667,75
zKQ6G8,1,0.3333333333333333,35
qbElE7,3,1.6666666666666667,35
PABqGd,0,0.3333333333333333,200
qbElN8,1,1.6666666666666667,400
9dJKWV,3,3.0,400
ylqa04,2,1.0,750
0EjWZ0,3,1.0,200
lNlEyv,2,1.6666666666666667,200
g5Nok1,2,2.3333333333333335,10
1r2a6L,2,1.0,200
g5NoNd,0,0.3333333333333333,10
LdM2qy,2,1.0,10
DVvGYX,2,2.3333333333333335,200
bl4JE6,2,1.6666666666666667,1250
xdNWLd,1,1.0,750
zKQ6gZ,0,0.3333333333333333,200
QABQkk,1,0.3333333333333333,200
OABNL7,1,1.6666666666666667,400
24x6ge,2,1.0,200
NABZyp,2,1.0,75
VZ16y6,2,1.0,75
pLP24V,1,1.0,35
6dQBM5,1,1.6666666666666667,750
24x6lA,2,1.0,200
42NbNO,2,2.3333333333333335,200
jB9VY1,1,0.3333333333333333,10
RzB9kP,0,0.3333333333333333,10
24x67b,2,2.3333333333333335,1250
YZzAZJ,1,2.3333333333333335,1250
zKQ6Za,3,0.3333333333333333,200
g5NogM,3,1.6666666666666667,750
VZ16MJ,2,0.3333333333333333,750
pLP2Pb,1,1.0,200
LdM2NJ,2,1.0,750
bl4JOL,1,1.6666666666666667,200
bl4Jy7,2,1.6666666666666667,1250
NABZv0,3,3.0,400
42NbLk,0,0.3333333333333333,10
9dJKvp,2,2.3333333333333335,750
6dQB4o,1,2.3333333333333335,200
kYRPO6,4,1.0,750
ZdRBy5,2,1.0,200
oAVj01,1,1.0,75
AlbX8D,2,1.0,75
VZ16Mv,0,0.3333333333333333,200
pLP261,3,1.6666666666666667,1250
vNx9Vg,2,2.3333333333333335,1250
vNx9K8,2,1.6666666666666667,400
qbElBG,1,1.0,35
7d9kj6,1,1.0,750
KMBjkK,3,2.3333333333333335,750
zKQ6Ja,1,1.0,1250
AlbXOy,0,0.3333333333333333,10
PABqr0,2,1.6666666666666667,200
dY2yXr,1,2.3333333333333335,1250
jB9VrQ,0,0.3333333333333333,35
GrBPq2,0,0.3333333333333333,10
7d9k52,1,1.6666666666666667,750
0EjW5A,2,1.0,400
KMBjGK,2,1.0,400
vNx9gX,2,3.0,75
bl4J4o,2,1.0,400
24x6Rb,1,1.0,200
dY2ygD,2,2.3333333333333335,1250
ylqar8,2,2.3333333333333335,75
DVvG9l,0,1.0,200
RzB92v,1,3.0,400
jB9V7x,2,1.6666666666666667,750
EPbO6L,2,1.0,200
jB9VB4,2,2.3333333333333335,200
xdNWv9,4,2.3333333333333335,200
5dqApP,2,1.0,1250
LdM2k2,1,1.0,200
vNx9Lv,0,0.3333333333333333,400
zKQ64k,2,1.6666666666666667,200
5dqAko,3,1.6666666666666667,750
pLP2zE,1,1.6666666666666667,1250
NABZQp,2,0.3333333333333333,200
lNlE5V,1,1.0,400
VZ16Nl,2,1.0,750
0EjWyA,2,1.6666666666666667,75
EPbOel,3,1.6666666666666667,400
OABNKa,1,2.3333333333333335,1250
8dplAA,1,1.0,200
oAVjpN,1,1.6666666666666667,200
1r2agg,2,1.6666666666666667,200
