Submission ID,cup_assumptions,spent_assumptions
dY2yWD,2,10
bl4J50,1,30
WAp7OL,2,30
zKQ6yk,1,50
DVvGKE,1,50
YZzlN6,0,50
zKQ6Ng,1,30
pLP2ey,2,30
KMBjeD,2,50
KMBjzD,0,90
5dqAKb,1,30
vNx9eg,2,30
aBrM4Z,1,30
EPb74L,3,30
kYRPbd,2,30
PABq91,2,50
RzB9oK,1,30
qbE12k,3,90
J2k4dX,3,50
zKQ6DM,1,50
7d9kl6,2,50
8dplQz,2,10
QABQeY,0,10
6dQB8o,2,50
MAdxEk,2,50
6dQB7J,1,10
9dJK9E,2,70
XeBb0L,2,30
AlbX2y,1,30
QABQ5G,2,50
GrBPdk,3,30
kYRPEo,2,70
VZ165y,2,10
7d9kWR,4,90
xdNWMd,2,50
24x6jM,2,30
DVvGkl,2,90
7d9kx0,1,10
aBrMYb,2,30
XeBboP,3,70
oAVj9N,2,30
lNlEeo,1,30
LdM2zJ,2,70
YZzARv,1,30
bl4Je6,3,30
lNlEOo,1,50
rlrZDX,1,50
g5NoGD,2,30
dY2yar,1,50
PABqj0,1,30
42Nb7r,1,30
VZ16zM,2,50
8dplzr,1,50
g5N6RK,1,10
EPbO52,4,150
g5NoqP,1,50
KMBj1X,0,30
jB9VQJ,1,30
24xGMA,0,10
6dQBLN,2,50
xdNWav,2,30
ylqaYX,0,10
KMBjVX,1,50
8dplKP,0,30
oAVjb5,2,70
rlrZao,1,30
EPbOQr,2,30
OABN1k,3,70
WAp75v,2,50
QABQVX,2,30
OABMOp,3,50
VZ1ORl,1,10
oAVj65,2,50
YZzlE0,2,30
rlrZA2,2,50
ylqa28,3,70
OABNQM,0,30
6dQBjA,1,30
BGbRxR,2,30
xdNWDd,2,30
pLPplE,2,150
eBxXZJ,2,70
BGbR7R,1,30
EPbOxB,2,50
qbElA9,1,30
0EjW6B,1,10
xdNWx9,1,50
PABJad,2,30
BGbRpe,1,30
WAp7Ee,2,90
DVvGdN,0,10
EPbOqA,2,50
42NbXo,3,150
qbElDO,1,90
kYRBDj,2,50
lNlkJp,3,10
24x68b,4,30
VZ16j6,0,10
1r2aA4,2,30
xdNWa5,3,50
8dplNk,4,50
BGbRXK,2,90
J2k4AK,2,30
NABZWj,2,50
1r2a91,3,50
42NbB5,0,30
aBrM5Z,1,70
0EjRN0,2,30
oAVjDN,4,150
pLP2dP,2,30
VZ16Qj,1,30
PABJa0,1,30
g5N6yK,2,50
NABZl0,2,30
AlbXve,2,50
GrBP6O,3,50
NABZoO,2,70
lNlErN,0,30
42NbxA,3,50
OABN7a,0,10
DVvGBE,0,30
LdMLRO,0,10
6dQBeN,1,30
5dqPWP,2,50
ZdRBEV,3,50
0EjW7A,3,30
0EjWOB,1,30
xdNWJd,4,30
dY2yNV,2,10
0EjR2Q,0,30
qbEla5,4,50
YZzAaW,5,30
24x649,2,30
dY2yYK,2,50
DVvGNZ,2,50
MAdx5M,1,50
zKQ6eR,2,70
NABZ0l,2,10
vNx920,0,10
RzB9zj,2,150
9dJK1Q,2,50
J2k42R,2,90
ylqaq4,2,30
8dplpx,2,50
rlrZLl,1,30
eBxX20,2,30
DVvGDq,3,150
42NboO,1,30
dY2yPo,3,50
GrBPJo,2,50
zKQ6W1,1,30
EPbOJN,2,50
eBxXL0,1,70
EPbO04,1,50
PABql5,2,30
1r2aEp,2,70
1r2avQ,1,50
aBrMrq,2,30
5dqAEM,1,50
aBrMGB,2,50
PABqX5,1,50
ylqaop,2,90
5dqAeP,1,10
aBrMK9,2,10
MAdxOM,1,70
PABqbd,0,10
ZdRBP0,2,30
VZ16bE,2,70
VZ168g,2,30
xdNWPy,4,50
oAVjyx,2,30
ZdRBYz,1,70
6dQBOB,1,50
QABQr7,2,30
aBrM0v,1,10
bl4J62,2,30
ZdRBRy,5,150
DVvGJq,2,30
42Nb1b,2,90
qbElY2,1,50
ZdRBZa,1,30
OABNzg,3,90
xdNW0o,2,70
xdNWPo,0,10
kYRPZR,1,10
J2k4D4,4,50
9dJKo1,2,30
kYRPpd,3,70
BGbRD5,2,90
rlrZlR,0,10
AlbXqk,2,30
rlrZKN,2,50
MAdxAA,0,10
AlbXWB,1,70
MAdxYp,2,50
oAVjKX,1,50
rlrZ2M,2,30
YZzAx6,1,30
bl4JY2,2,50
OABNdp,2,50
oAVjBP,1,10
WAp70N,1,30
LdM20v,1,50
lNlE46,1,50
lNlE0W,1,70
KMBj08,1,10
jB9VJ6,0,10
YZzAVq,3,150
jB9Vz9,1,30
0EjWPy,1,30
42NbpB,1,90
42NbGd,1,30
1r2aNO,2,50
PABq2b,2,70
NABZBQ,2,90
NABZLB,0,50
lNlENv,0,30
WAp7Pj,1,70
rlrZqL,2,90
kYRPxZ,2,30
24x6JL,2,30
AlbX9N,0,10
VZ16Zy,1,70
9dJK44,0,30
YZzAzd,3,30
RzB9gQ,2,50
XeBbB4,3,50
24x67A,2,50
zKQ6G8,1,10
qbElE7,3,50
PABqGd,0,10
qbElN8,1,50
9dJKWV,3,90
ylqa04,2,30
0EjWZ0,3,30
lNlEyv,2,50
g5Nok1,2,70
1r2a6L,2,30
g5NoNd,0,10
LdM2qy,2,30
DVvGYX,2,70
bl4JE6,2,50
xdNWLd,1,30
zKQ6gZ,0,10
QABQkk,1,10
OABNL7,1,50
24x6ge,2,30
NABZyp,2,30
jB9Vk6,0,10
VZ16y6,2,30
pLP24V,1,30
6dQBM5,1,50
24x6lA,2,30
rlrZQo,1,70
42NbNO,2,70
jB9VY1,1,10
RzB9kP,0,10
24x67b,2,70
YZzAZJ,1,70
zKQ6Za,3,10
g5NogM,3,50
VZ16MJ,2,10
pLP2Pb,1,30
LdM2NJ,2,30
bl4JOL,1,50
bl4Jy7,2,50
NABZv0,3,90
42NbLk,0,10
9dJKvp,2,70
6dQB4o,1,70
kYRPO6,4,30
ZdRBy5,2,30
oAVj01,1,30
AlbX8D,2,30
VZ16Mv,0,10
pLP261,3,50
vNx9Vg,2,70
vNx9K8,2,50
qbElBG,1,30
7d9kj6,1,30
KMBjkK,3,70
zKQ6Ja,1,30
AlbXOy,0,10
PABqr0,2,50
dY2yXr,1,70
jB9VrQ,0,10
GrBPq2,0,10
7d9k52,1,50
0EjW5A,2,30
KMBjGK,2,30
vNx9gX,2,90
bl4J4o,2,30
24x6Rb,1,30
dY2ygD,2,70
ylqar8,2,70
DVvG9l,0,30
RzB92v,1,90
jB9V7x,2,50
EPbO6L,2,30
jB9VB4,2,70
xdNWv9,4,70
5dqApP,2,30
LdM2k2,1,30
vNx9Lv,0,10
zKQ64k,2,50
5dqAko,3,50
pLP2zE,1,50
NABZQp,2,10
lNlE5V,1,30
VZ16Nl,2,30
0EjWyA,2,50
EPbOel,3,50
OABNKa,1,70
8dplAA,1,30
oAVjpN,1,50
1r2agg,2,50
EPbOgA,2,70
lNlEZX,1,30
5dqAgN,1,50
RzB9z9,1,30
5dqADQ,2,90
24x6ze,3,30
jB9V21,2,30
0EjWGP,1,30
aBrMxB,2,70
KMBjAg,1,30
AlbXGl,3,50
9dJKR1,2,50
LdM2E1,2,150
6dQBzA,2,30
dY2yKz,2,30
MAdxdX,1,30
6dQByN,1,50
dY2y1V,1,50
42NbAb,4,30
rlrZlN,1,30
VZ16xN,1,10
OABNdK,2,50
VZ16oa,4,70
zKQ6zR,1,30
NABZJQ,2,30
ylqa8X,2,10
KMBj2X,2,30
jB9VRa,1,30
aBrMLB,1,10
YZzAAJ,4,50
9dJK05,2,30
24x6G9,1,150
rlrZQ2,0,10
YZzA1B,2,90
xdNW7d,1,50
ylqaBg,0,30
jB9V84,1,70
vNx95D,2,50
LdM22p,2,30
NABZ2j,0,10
RzB9yj,2,90
qbElqg,2,50
GrBPPk,1,10
EPbOpX,2,50
6dQBgk,1,30
VZ16Wy,0,30
GrBP8o,1,30
MAdxWM,2,30
J2k4Po,2,30
GrBP2o,0,10
1r2a1W,2,70
AlbXXz,1,50
lNlExk,4,50
g5NoBl,1,150
LdM2A1,2,150
24x6QL,1,30
bl4pZ2,1,30
oAVj4V,1,70
QABQ6p,2,30
XeBbbY,3,50
24x62j,1,10
oAVjrV,1,10
aBrMWv,2,50
9dJK8Q,1,30
pLP2pB,4,30
24x6qV,0,90
EPbRKq,1,50
KMBEYM,1,30
qbElrG,4,50
1r2aol,1,30
RzB9XJ,2,50
rlrZ8R,1,30
5dq7BM,2,30
5dq7KM,2,30
oAVP61,0,10
1r2ajQ,2,50
5dq7bP,2,30
BGbRPN,1,50
YZzABW,2,50
zKQ6pq,1,10
zKQ9E8,1,50
vNxZPX,2,30
EPbRzo,2,50
9dJkGG,2,50
dY2yyK,2,150
42N6r5,1,30
eBxXOl,1,30
7d9krR,1,30
PABxD0,1,30
24x6qp,1,30
ZdR7OA,1,30
pLPEBP,2,50
YZzA85,2,150
AlbgPB,1,30
GrBPEL,2,30
OABNO7,1,30
dY2M0N,2,30
oAVP25,2,30
jB9RlY,1,30
6dQBXB,2,50
J2kPqY,2,30
EPbOGB,1,30
ylqQJ6,1,50
QABZ2g,1,30
bl4JPg,1,30
vNxZGA,2,70
YZz6ZN,1,50
0Ej9d0,1,50
AlbgBo,1,50
0Ej9BQ,2,50
1r2eXO,2,30
VZ16WM,2,70
vNx9oQ,2,50
GrBGvj,1,10
g5Nl9M,2,30
qbEl89,2,70
9dJkdE,1,10
VZ162v,2,30
bl4pVe,2,10
lNlG7v,2,30
aBrM8q,1,90
RzBNoP,1,50
EPbRQ2,2,70
xdNqrJ,4,90
GrBGlQ,1,50
ZdRB40,2,150
7d9AW2,2,50
PABqMQ,3,50
0Ej9V0,3,90
g5Nl5P,2,70
Albgdl,2,30
zKQ9ME,1,90
DVv85N,2,70
VZ1e8M,1,30
aBrLEb,2,50
24x6Wj,2,30
pLPEL1,3,30
qbErYG,4,70
6dQlWP,3,70
OAB2Aa,2,50
OAB2b7,2,70
vNxZMd,2,50
eBxXVe,2,90
DVvG6Z,0,70
QABQqX,0,10
GrBGXp,2,30
rlr4PX,1,30
LdMr0l,2,50
eBxJ00,2,10
zKQ90R,2,50
J2kPVo,2,30
42N6jr,3,30
qbErd5,1,30
8dpBAO,2,30
DVv81l,1,30
PABxBV,1,50
5dq7jb,1,30
1r2ePM,1,50
1r2e7b,2,30
ZdR71z,1,30
LdMrWJ,2,30
6dQlOJ,1,30
KMBEyk,3,70
bl4pNL,1,30
VZ162J,2,10
rlr4p5,3,70
6dQl1k,1,70
jB9R0a,1,30
5dq786,1,50
42N6zO,2,70
1r2erg,1,50
LdMrq2,2,50
MAd4VX,1,30
42N69k,1,30
PABxYe,3,70
GrBGy2,3,70
EPbRb4,2,50
ZdR7ya,1,50
bl4Jbo,1,30
lNlG96,1,30
ZdR7ga,1,50
xdNWOy,2,50
42N6Ro,2,50
zKQ9BZ,1,30
5dq7GE,2,50
g5NlDN,2,50
42N6Do,2,30
WApWXL,3,30
AlbgaB,2,50
xdNqlo,3,30
KMBE2z,2,70
5dq7xv,2,50
QABZZY,1,50
MAdx0p,2,50
WApWgP,2,50
eBxJ8J,1,50
42N6Ob,1,30
WApWkQ,2,10
KMBEEg,1,30
6dQldA,0,10
rlr40N,2,50
WApW6L,2,50
g5NlBD,2,70
QABZOp,1,50
KMBEgk,2,30
VZ1eAl,1,10
YZz62W,1,30
8dpBBl,1,70
VZ1e6j,0,30
WApWWe,1,90
rlr4e2,1,30
6dQlqY,1,50
8dpB2A,1,50
NABj2p,2,30
oAVPaM,2,70
DVv89p,2,50
jB9RLJ,2,30
rlrZXl,2,30
XeBbpg,2,30
ZdR7e0,2,50
WApWQJ,2,30
XeBaWz,1,30
xdNqzG,2,30
WApWxv,2,50
AlbgoD,2,30
dY2MBK,1,30
jB9jDa,1,50
jB9RO4,1,50
EPbRj4,0,10
8dpX1O,3,50
OAB6l8,2,30
J2kPNR,2,50
ylqBN4,2,50
LdMrQp,1,30
42N6WX,2,30
RzBAWd,1,90
oAVq21,1,30
BGbyPK,2,30
OAB648,2,70
KMB9Q8,2,50
rlr4zR,2,50
5dq7WE,2,10
eBxV50,2,10
vNxlyd,2,70
LdMePG,2,30
EPbRyr,2,10
vNxZ70,2,30
9dJ8D1,1,30
WApLzP,2,30
9dJ8Np,0,10
AlbEzk,1,50
MAdWKM,1,30
EPb2PL,4,70
xdNAp9,2,50
5dqJKo,0,30
rlrejl,1,50
7d9yRP,1,30
rlre6L,2,30
DVvjzj,1,50
dY2Oqo,2,50
AlbE6y,0,30
J2kQlJ,1,30
EPb20A,1,50
BGbrD1,1,90
RzBABK,0,10
oAVqB5,2,50
xdNAQE,1,150
1r2LM4,1,30
rlredX,2,30
vNxlql,2,50
XeBplg,1,30
EPb2do,1,50
24xW0D,2,30
oAVqvP,1,30
J2kQMR,1,30
lNlxDk,2,30
ylqBx6,1,30
GrBZqL,1,50
lNlxzk,2,10
ZdRMve,1,30
jB9jga,1,50
aBrRzB,1,10
oAVq0b,1,50
XeBpQg,1,30
pLPQ48,2,90
6dQgAY,4,90
xdNAoy,2,10
ylqBoX,0,10
eBxV8q,1,50
oAVqa1,0,10
24xpyV,3,90
0EjKGN,1,70
1r2LyW,4,90
NABavG,2,50
YZz1bq,1,50
EPb2gX,1,90
PAB78B,3,70
8dpX8r,1,30
WApLda,0,50
0EjKy6,2,30
YZz1A0,0,10
xdNA59,1,30
dY2Ooz,2,50
NABaRj,2,50
QABbZl,2,30
5dqJoM,3,90
rlreXp,2,30
8dpXYA,0,30
KMB9AM,2,50
WApLLL,3,30
AlbEVy,2,50
vNxl7g,1,150
GrBZNe,2,70
YZz18v,1,30
7d9yy6,3,30
ylqB1g,1,50
PAB7M1,2,10
zKQVxM,1,70
lNlx8p,2,50
5dqNjo,1,70
jB9j11,3,50
5dqJYM,3,90
kYR2Dr,0,10
zKQV7a,2,150
8dp9Nz,0,70
vNxlRX,4,70
9dJe7p,3,90
VZ1Kkj,2,30
WAp48j,3,50
MAdWMA,5,90
xdNGXv,2,30
PABo6b,2,30
OAB6OM,2,50
kYR2Ld,1,50
0Ej4MZ,1,50
BGbvpQ,3,30
8dp9L5,4,70
EPbpKr,2,50
MAd0AX,5,90
DVvLzq,3,90
XeBjEd,2,50
OABRPK,3,50
qbEyL9,0,10
AlbkDW,3,90
bl4axo,1,30
DVvLV5,1,150
8dp9jk,0,10
24x2LA,2,50
GrBM1j,2,50
1r2L1g,1,50
9dJelG,5,70
xdNG0E,2,50
24x2vA,2,50
LdM8M2,3,50
jB9KW6,4,30
NABz8N,3,30
bl4aL2,1,30
J2ky8z,3,50
ZdRxV0,1,30
PABo0Q,3,50
0Ej4lB,2,30
QABGxl,5,70
24x2DM,2,50
MAd0qA,1,30
ZdRxgB,2,70
lNlp2B,1,150
RzBOa9,0,10
GrBMjZ,2,50
YZz2Ad,2,70
dY274o,1,30
PABoP1,1,10
GrBMEp,2,50
NABz2Q,3,90
g5NB6d,2,10
aBrWJv,3,50
42NZA5,2,150
RzBOyJ,2,90
lNlp8B,2,30
EPbp2o,1,30
VZ1rGy,0,10
kYRqad,3,30
0Ej4X0,2,10
eBxbko,2,50
bl4P96,1,90
MAd0WY,2,50
9dJe8G,0,10
vNxkjX,0,10
VZ1rXg,0,10
zKQVV8,2,70
QABGgl,5,70
EPb9ll,1,10
24x26V,2,50
AlbZBe,1,50
ylqLXd,1,30
qbEyyd,1,70
KMBbM8,1,10
9dJVXE,2,50
zKQl7M,1,30
pLParP,2,50
VZ1g0g,1,50
GrBW9e,2,30
aBrWpq,3,50
5dqRxZ,1,30
jB9Ne1,2,30
KMBbo8,2,70
DVvQKl,1,10
dY2rYo,1,70
24x2Jb,4,50
ylqL9x,2,10
BGbNGQ,1,70
g5N2AO,1,30
eBx4zJ,1,30
VZ1gxN,3,50
EPb9Y2,0,30
XeBX9e,2,30
oAVWQN,5,70
6dQoVo,2,90
NABzGb,1,50
EPb9El,2,150
pLPgv1,0,30
24x2lM,1,30
OABRKR,2,70
24xpWb,1,30
lNlxeW,3,30
OAB6ER,1,10
DVvQbX,2,30
jB9jR9,2,50
KMBbAX,2,50
rlr7bo,2,50
J2k7jK,0,10
ZdR0bB,1,10
bl4P1Z,0,30
bl4Pag,2,30
1r28gg,4,90
BGbNr5,3,10
GrBWAZ,2,50
xdNKWr,1,30
9dJVkQ,2,50
OABvZY,1,30
42NeJo,4,50
ylqV46,1,30
pLP8oy,2,30
5dqW9v,1,30
ylqVl8,1,50
0EjNE9,1,70
kYRMEZ,2,50
8dp7Zk,0,30
WApxEL,1,30
EPbyLB,2,30
xdNOZv,2,50
24x02L,2,50
WApxeN,1,30
J2k5Vo,2,30
VZ129g,1,50
NABGBl,1,50
VZ12oJ,2,50
J2k5Md,2,30
EPbyvX,1,30
oAVXgX,3,50
qbE0ek,1,30
g5NKXM,1,30
24xQRp,1,10
xdNO19,0,30
vNxoVX,0,10
24xQGe,1,30
eBxkrJ,2,50
rlrzbp,1,50
xdNOWd,1,50
qbE09g,1,30
VZ12rM,3,50
GrB8jz,2,30
pLPlbq,2,30
24xM8L,3,30
QABP67,2,90
6dQaoJ,2,50
PABVZx,2,50
OABWXK,2,30
ylqWYp,2,30
VZ1kGv,2,30
bl40qo,0,10
NABelG,1,30
5dqy9M,2,50
kYRVEJ,1,70
Alb1GN,2,10
rlrxo5,2,30
OABW5A,1,30
zKQPpR,2,50
WApvYR,0,30
xdNOlo,1,10
NABe7W,2,50
aBr8zB,2,50
MAd98k,2,50
xdNel5,3,70
xdNe6r,0,10
42NgdO,2,50
5dqyVo,2,30
QAB6JY,1,50
DVvlbq,1,10
qbE2M2,1,50
5dqyoM,0,10
24xMzp,2,90
RzB7Qp,0,30
GrB2GQ,2,30
MAd9WE,1,30
oAV4YX,2,50
g5NRxN,1,70
42NgM5,2,30
lNlPqW,1,30
aBr8JE,1,70
42Ne8r,1,30
LdMQxO,2,30
XeBK0d,1,30
ZdRpqV,3,50
24xM5V,2,30
9dJzzE,1,50
dY258K,4,50
YZzEjJ,3,30
PABMpV,5,30
xdNkX5,0,30
LdMA7v,1,30
XeBKZP,2,70
jB9dPx,2,70
42NWaY,2,50
KMBq7X,1,50
oAVry1,1,150
QABgJk,2,50
DVvl6p,2,30
8dpveY,2,50
DVvrvp,2,70
ylqKZX,1,30
VZ1RYl,2,50
rlrNpR,1,50
vNx710,0,50
DVvrMl,3,90
bl4B20,2,70
WApGZk,2,30
7d9BgZ,4,30
PABaYx,3,50
GrBNyk,2,90
vNx7pD,1,150
24xqzL,5,150
jB9O5J,2,50
aBrbpq,2,10
rlrx85,1,30
eBxdOE,2,30
BGbO2e,1,30
NABKaW,2,50
g5NyOD,2,50
ylqKLW,2,70
ylqK54,2,50
ZdR4pA,2,90
jB9dOY,1,30
1r2ZLO,1,90
qbYZaO,2,70
AlboEW,2,30
BGL4dR,1,50
jB0DlJ,1,30
eBNZDx,0,10
J2VKAR,2,30
jB0DQ4,0,10
0Ebr79,2,50
qbYZR9,1,50
yl0ZDB,3,30
xd0xPo,1,70
XeRlWY,1,50
eBNZA0,2,30
aBjN4X,1,10
VZ9EVv,1,10
yl0Zep,2,50
dYZqdK,1,30
Al6PLz,2,90
eBNZzJ,1,30
J2VKGX,2,30
PABaAP,2,30
YZoDgv,1,90
ZdG5yV,1,30
QAx2qG,1,30
bl2Vy6,2,50
Grovo2,1,10
0Ebry9,1,30
PA2jNB,2,30
VZ9Eyj,1,50
WAe9GJ,3,70
eBNZdq,1,90
BGL4r5,1,30
KMPQ9A,3,30
1rbP1M,1,10
EPBkqq,3,150
MArKXl,1,50
24bEBg,2,50
yl0PXW,1,50
zK0xYg,2,70
RzZG44,1,50
42142r,2,30
BGLzXe,3,70
MAreLA,2,70
OAjDGM,1,50
jB0aW4,1,30
dYZWjK,2,50
pLPjdJ,2,50
EPBkPl,0,30
0EbQbN,1,30
yl0PeB,0,10
8dJ1rA,0,10
4214qo,1,50
aBjQgW,2,70
aBjQyy,1,50
jB0ap9,2,50
7dJRez,1,50
BGLz71,2,70
NA4p5W,1,50
lNlQkv,2,30
8dJoAY,2,30
6d18yo,0,10
dYZWer,1,30
YZo58J,3,150
8dJ175,1,10
XeRxKg,1,90
rl0jRp,1,50
MAr1DY,0,10
rl0DO5,2,50
bl2Z70,1,10
421a7B,1,10
vN0XBX,5,30
yl0XYW,1,30
NA4q0p,1,30
7dJXK9,3,50
WAeJek,2,150
Al6rdo,1,30
yl0Xdg,2,50
KMPpk8,0,10
rl0DJN,0,10
6d1DWJ,0,10
zK0EJk,1,10
8dJNGr,2,150
XeR5zg,1,30
bl25aZ,2,50
xd0Vgo,3,70
9d6NaY,3,30
g5QbLJ,2,30
OAjQg8,1,30
PA2RWQ,1,50
PA2RLd,2,10
qbY58k,2,70
LdEDeJ,1,50
g5QbEJ,2,50
xd0VLG,2,30
RzZWAQ,1,90
kY0bMr,2,30
YZojoW,3,30
0EbV9P,2,30
oA09Xb,1,50
bl2ZB1,3,90
jB0ZZa,2,30
dYZENo,2,50
aBj94v,2,30
pL0ryq,1,50
qbYLA2,1,50
24bX4p,1,10
oA0E9P,2,50
PA2pOb,1,50
eBNMEE,3,70
XeRLLg,2,30
yl0Mjd,0,10
1rbXOl,3,90
Al6zN0,2,30
24bXgj,2,30
YZoPDW,0,30
lN0BYo,2,50
yl0Mgx,3,50
dYZEVo,0,10
jB0Z4E,2,10
Al6zgW,1,70
9d6BKG,0,10
vN0rj4,2,50
LdEZRv,2,30
RzZxOP,3,10
dYZELD,0,10
oA0D9b,2,70
DVXKql,2,50
MArXjX,2,90
7dJbL0,1,50
OAjlzR,0,10
0Eb7MN,2,50
qbYaBY,1,50
aBjeBv,1,30
RzZd4d,1,30
yl0Nx4,2,30
VZ9j8J,1,50
XeRrBO,1,10
ZdG8b0,4,150
XeRrOd,2,70
6d1eA5,1,10
kY09zd,3,30
6d1epo,2,90
bl29y1,1,150
lN0qY6,3,30
RzZd2Q,2,30
eBND8k,0,30
lN0BDN,1,50
24bXyj,1,50
RzZdlK,2,70
YZoR15,2,50
g5QeBd,0,10
kY09M6,3,30
XeRJxV,3,50
EPBddA,2,10
kY0eNZ,3,50
VZ9QGl,2,50
vN0eAl,3,90
EPBdQl,2,30
RzZM8d,1,30
QAxe0G,1,10
RzZMvJ,3,30
8dJapO,2,70
dYZaZq,1,30
pL0y5E,1,30
8dJa6x,2,50
7dJLP9,3,150
DVXkPX,4,50
ZdGEWv,0,10
6d1jYN,1,10
EPBde2,2,70
WAeEMN,2,30
PA21Nx,1,10
jB06VJ,2,30
OAj46g,2,50
KMP57A,2,70
bl2j0g,0,10
PA29Rb,0,10
KMPxY7,3,50
9d6ZDK,1,30
zK0M20,1,30
MAra58,2,70
jB0ovx,3,150
dYZ08o,0,10
PA29Pb,1,30
xd0Dlr,0,10
J2VlWo,4,50
dYZ0pA,1,30
aBj40Z,3,30
7dJKYz,2,50
MAraqY,3,30
WAeRaL,1,30
XeRoaz,1,30
VZ9Pya,2,50
24bAoL,1,30
6d1KqA,2,30
WAeRxk,1,10
5dl90b,2,50
OAjXOY,2,50
RzZojd,1,70
24bA0e,2,50
421KXY,5,10
oA026x,3,30
8dJZzO,1,30
8dJZN5,5,30
EPBxxN,2,30
6d1Zx5,2,30
lN060X,1,10
421K15,3,50
WAeRVL,3,30
7dJN5Z,0,10
J2VOgo,2,70
eBNRqx,2,50
9d67bK,0,50
421r7Y,3,30
WAezOe,1,30
YZoajN,0,10
EPBWPX,2,30
24bX0b,1,30
LdEPgv,0,10
BGL7D7,2,50
QAxRll,1,10
LdEpLj,1,30
eBNRJO,3,30
rl0Pev,3,30
6d1NEP,1,50
pL0OXB,2,50
rl0ABp,2,30
oA0MD5,2,50
421x2Y,1,10
PA25pP,1,50
bl2xOZ,0,10
VZ9Jzy,2,70
Al6Lvy,1,30
aBjYvE,2,30
VZ95xl,2,50
GrodaO,2,50
EPBQjN,2,30
7dJ26P,2,30
PA26z0,3,90
PA2690,1,30
OAj56R,3,30
jB0yy1,1,10
LdEbJl,2,30
7dJW4R,2,50
OAjzjg,2,50
dYZ62d,4,70
KMP6W8,1,30
GrozzO,1,10
RzZ0Y4,2,70
8dJQar,2,50
KMPl5D,2,30
qbYDVO,3,70
PA2D2d,3,50
WAeN6Q,2,50
8dJKgY,3,30
DVXNop,1,30
YZoQK6,2,50
ZdGNey,3,30
zK0qVk,2,30
Al6dOW,2,30
RzZ01P,3,30
VZ90e6,0,10
zK0qR8,2,10
J2V26Y,1,30
RzZzMJ,0,30
XeReMe,2,50
bl2lkE,1,50
oA0AgP,1,70
RzZzg9,3,30
QAxAqg,2,50
Al6lgN,2,50
RzZ4x4,0,30
bl2klo,2,90
KMPMg8,1,30
PA2Eq5,1,30
24brbV,3,30
vN020Q,2,70
yl0D7W,1,30
xd0Z4G,2,70
pL0VEB,0,30
PA2E9V,1,30
lN0LKk,2,30
RzZYXK,2,50
oA0dW5,0,10
OAjJ0K,2,30
yl0EqW,1,10
rl0dJp,2,30
zK0rl8,0,10
QAxB11,4,30
7dJ9VA,2,50
kY005o,1,30
8dJJGz,2,90
zK00O8,2,90
6d1rZe,2,50
RzZv5d,0,10
PA2krV,2,70
BGL0v1,1,70
0EbG0A,2,30
QAxXXp,2,150
VZ9yLy,4,90
dYZVYz,2,30
421dxO,2,50
g5QpyD,1,30
ZdGyJa,1,30
6d159J,2,10
9d6yGX,2,30
EPBEDN,2,50
OAj9JK,1,30
VZ9APy,3,50
zK02pE,2,50
pL09rJ,1,30
vN01zX,2,50
dYZ1Ly,3,50
yl0p26,1,50
xd0LMk,1,50
0EbyNZ,1,50
EPBrrA,1,50
dYZ4Lq,2,50
aBjPVB,3,30
WAeXWR,2,70
Al6NMo,0,30
RzZQG9,3,50
pL0X88,1,30
YZoXgd,1,10
Al6Ypk,1,30
xd07Jo,3,30
XeRdOY,2,30
421Y15,2,90
yl0pvg,2,30
kY04pR,2,70
WAe6Bj,0,10
EPBGrX,2,30
GroVAj,3,70
RzZQyl,2,30
YZob20,2,30
VZ9aKE,1,50
4210X5,3,70
BGLoze,2,50
kY04Md,2,50
yl0bW6,2,30
bl2RdL,1,70
jB0r8R,1,70
EPBVKl,2,90
aBjJeX,2,70
MArZAp,3,50
Al6YG0,1,30
xd0byG,1,10
ZdGkZA,1,10
xd0bvk,1,50
421Yyk,1,50
vN069v,1,50
QAx9Ol,2,50
zK0B5a,1,30
7dJ0a6,1,50
bl2RPe,1,70
LdExxv,2,30
xd0bKG,1,30
ZdGb5v,1,30
aBjpNy,2,90
7dJ7L2,3,50
ZdGb8A,3,50
WAeaYN,2,50
421lqd,3,70
KMPrWM,1,70
NA42jj,2,30
5dlaPZ,1,10
1rbQLl,3,90
VZ9WWj,2,10
J2VE7o,3,50
pL0prV,0,10
8dJbO5,1,30
MArpbE,4,30
EPB7JB,2,30
bl2QVo,2,30
1rbogO,2,70
ZdGrXv,1,30
5dlP0b,3,50
yl0574,2,50
7dJYrL,3,10
pL0p0B,0,50
NA41kO,1,50
RzZ9Md,2,90
EPBVEB,2,30
LdE2P1,2,30
1rbav4,2,90
qbYlJg,1,70
24b6lD,3,70
YZolB0,0,10
WAe71v,1,30
5dlAod,2,50
J2V4BR,1,50
6d1Bx5,1,50
aBjMgv,1,30
LdE2B1,5,150
GroPMQ,2,50
8dJlOk,1,50
yl0aKd,1,90
LdE2AJ,1,30
ZdG7oB,3,90
OAj2QY,1,30
QAxZKY,2,30
VZ9eEj,2,30
QAxZoX,1,30
24bWa9,2,30
RzZNGK,2,50
kY0o0j,1,30
EPBO42,2,50
LdErgl,4,150
dYZM4K,2,50
4216Gr,1,50
OAj2P8,2,50
g5Ql6l,0,30
1rbQAL,2,30
PA2xLe,1,30
zK09P8,1,50
MArW1E,2,50
J2VQK7,2,50
KMPEj7,2,70
