Submission ID,cup_assumptions,spent_assumptions
zK09M0,2,50
kY0oQe,2,30
J2VQqz,0,10
OAj6lM,2,30
YZo1QW,2,150
ZdGM2V,2,10
pL0QyP,2,30
ZdGMlo,1,10
g5QEA4,3,30
kY02eZ,2,50
bl2oOL,2,70
xd0APy,3,90
EPB28o,1,10
24bpOV,2,150
EPB2bN,3,70
LdEeGp,2,30
MArWLM,0,10
yl0QNX,1,50
rl0ek5,3,50
bl2oKe,2,150
NA4a8G,0,10
7dJy1L,1,10
oA0qlV,2,50
pL0EGV,2,50
PA27Bb,1,30
RzZNVQ,1,150
9d6k64,3,70
xd0qov,2,150
24bDag,1,30
aBjRaE,1,50
rl0eqL,1,30
PA27P0,1,70
xd0ABE,2,50
8dJXEo,2,50
ZdGML5,2,70
5dlJgQ,2,50
LdEejy,0,30
EPB2YA,2,50
6d1gzN,1,30
KMP9bA,2,70
J2VQ54,2,70
lN0x46,2,30
5dlJ7E,3,50
BGLrPN,2,30
8dJ9NA,2,70
vN0Re8,1,50
YZo1L5,1,10
zK0VKg,2,50
rl0XVo,3,90
PA2o5x,2,50
qbYyb5,1,50
5dlNZb,0,10
eBNbAx,2,50
OAjR0a,2,50
KMPXLX,2,30
kY0LAr,2,50
jB0KLJ,2,30
Al6kbz,2,50
WAe4Mv,2,150
9d6eEV,2,50
6d1qWP,2,50
BGLvAQ,2,50
YZo2x5,2,70
ZdGxvo,1,50
aBjWKB,1,70
24b2lj,1,30
8dJ9RO,2,50
MAr0PY,2,30
lN0pzW,2,30
NA4zdQ,2,30
GroMYZ,1,30
jB0KJx,1,50
EPBpMN,2,30
24b2Vp,2,150
1rbjEg,2,50
6d1q4e,1,30
jB0Kq9,1,10
zK0VO1,3,50
g5QBpN,3,50
9d6ey1,1,90
vN0R6X,2,50
EPBpo2,2,50
bl2aG2,1,50
QAxGkp,1,30
ZdGxB5,1,50
xd0G5k,4,30
J2VyvX,1,50
7dJQ9R,2,70
7dJQOz,2,50
8dJ9Xl,2,50
rl0XKo,1,30
OAjRqk,2,10
g5QBoJ,1,150
RzZO7j,2,50
8dJ9vP,1,50
GroW6p,3,50
YZo2Av,2,30
1rbjQ4,1,30
421Z6r,1,10
PA2oG5,2,50
OAjv1R,2,30
lN0Q65,2,30
DVXQzb,2,70
DVXLgN,1,150
Al6kVz,2,70
EPB9LA,1,30
rl07A5,1,30
5dlRvv,2,90
5dlRb6,3,50
aBjWWX,2,70
RzZp4P,1,30
PA2KBx,1,30
rl07PM,1,70
rl07dX,1,50
5dlRpZ,2,70
5dlReZ,1,90
xd0G4r,2,30
9d6VR5,0,10
eBN46E,1,30
pL0a41,1,30
rl07vR,3,30
PA2K5d,1,70
LdElkp,3,50
xd0KYG,2,50
zK0lA1,1,50
VZ9gJa,2,70
pL0a6b,1,50
DVXQWR,5,50
LdEljG,2,50
xd0KbG,0,30
9d6Vk4,1,30
pL0apZ,1,50
rl077p,0,10
WAeyxR,1,50
GroWMQ,2,30
aBjVYE,1,30
KMPbbz,2,30
dYZr5V,4,70
yl0L7g,2,90
eBNkMk,0,30
YZo82z,3,70
YZoN0J,2,10
0EbX29,3,30
24bQXD,1,50
bl2bV6,1,90
7dJ62P,2,50
DVXgkZ,2,50
PA2VO5,4,50
24bQeL,1,10
YZo8eB,2,50
6d1adB,3,50
J2V52d,1,10
XeRXyj,2,70
421eNB,1,30
VZ92Pg,2,70
yl0Vvp,2,30
QAxPXX,1,10
dYZBzr,1,10
aBj7lZ,1,30
dYZBeq,2,50
PA2VP1,2,150
qbY0XG,1,50
7dJ6OZ,0,10
rl0zbN,2,90
8dJ7Bx,2,30
bl2bP2,1,50
WAev9L,1,50
OAjWlM,2,90
421gB5,3,30
NA4epN,4,30
jB0OZ1,3,90
RzZ70j,2,30
dYZ5bD,1,50
LdERNp,3,30
vN0QGX,2,90
PA2VKd,1,50
VZ9k9a,2,50
6d1XRP,2,150
ZdGpev,5,50
g5QRJ1,0,70
0EbpD0,2,90
421ga5,4,10
0EbpkQ,2,150
EPB4JX,2,50
KMPqxg,1,30
VZ92pM,3,150
QAx6zA,2,50
ZdGpJo,1,30
24bMRg,1,30
EPB4Pr,2,70
yl0Wkd,0,30
dYZ5VV,2,50
7dJ852,2,50
VZ9ky6,3,90
0EbpWj,3,70
yl0W8X,2,50
PA2aJe,1,70
5dly0Z,0,10
VZ9kRv,0,10
ZdGpqy,2,70
rl0zKv,2,30
24bM69,1,30
24bMXM,2,50
24bMBM,3,30
24bMKD,0,10
eBNdrx,2,150
5dlyld,1,50
rl0XqM,3,70
Al6V2y,2,30
0EbpQP,4,90
ZdG06a,2,50
EPB2aL,2,30
bl2BVe,2,30
XeRVlO,2,10
OAjpDK,1,30
RzZXGp,1,30
dYZLxV,2,70
NA4KXN,1,50
LdEAbJ,2,50
jB0dQ1,2,70
LdEAEv,1,70
EPBjLB,0,50
xd0kZv,2,90
421WvY,1,30
J2VaJR,2,50
xd0kly,2,30
aBjb9E,3,50
24bqRp,1,150
RzZXbd,1,30
dYZLJV,1,50
ZdG4ya,1,10
RzZX9K,2,50
24bqlL,4,10
BGLOW1,1,30
421W6r,1,30
kY0D2o,1,30
qbYx9g,1,30
XeOlxj,1,30
pL0jMZ,2,30
Rz8KDl,1,30
AlWPBB,2,30
blNVVL,3,50
xd9xaJ,2,30
5dEKdb,1,30
MA8KaY,2,50
WAeGGN,1,50
9d2GlK,0,30
24O8PA,3,50
jBGDW1,3,30
VZoE4y,3,30
XeRVRg,0,10
yleZ08,1,30
VZoEby,3,70
g5WjNP,0,10
Rz8KZK,1,30
Ld51Vj,2,50
QA82OG,1,30
vNqjz0,2,30
J28KbJ,2,30
kYOaKo,2,90
blNVJE,2,50
1rGP7O,0,50
OA81vM,2,50
OA81RM,2,50
YZVD76,2,50
OA81MA,2,50
PA8jVx,0,30
MA8K0E,1,10
qbjZNG,2,50
42PXe5,2,50
8djo9k,1,50
xd9x9d,1,30
zKWXVZ,1,30
OA8Dag,0,10
5dEBbE,3,10
42PXVo,1,10
eB9qre,2,50
dYQWYA,2,70
g5WD9l,2,150
Ld51Zj,1,50
42P41o,1,30
PA8dEQ,2,90
VZoLb6,0,10
aBZQA2,2,50
OA8Dka,2,10
g5WDkJ,1,10
oAlb5N,2,50
8dj16r,1,50
QA8KkY,1,50
rl2jYo,1,10
EP8kYr,2,30
ylePpg,2,30
8dj1jk,2,30
6dr8pN,1,50
PA8dLV,2,50
DV04PZ,0,10
9d2qaV,1,10
PA8jy5,2,30
XeOxkY,1,50
AlW7kW,3,70
g5WDB1,2,50
VZoLrE,1,90
QA8Kgl,1,50
YZVjaW,2,50
24OEMb,0,10
Rz8GXv,0,10
vNqjL4,1,30
zKWxaE,1,50
aBZQ8y,0,10
NA8q7O,1,90
eB955Q,3,30
dYQb6K,1,50
aBZNLW,2,90
jBGe9E,2,90
rl2y5l,0,30
KM8plV,1,30
ZdP9R0,1,10
rl2DLl,0,30
aBZOZ9,2,30
pL4eJZ,1,70
42Pazo,2,10
9d2N4K,2,50
XeO52V,2,50
EP8qA2,1,70
EP8zro,0,10
AlWPgo,2,30
AlWrjN,3,150
aBZOvy,2,30
xd9xzr,1,30
VZopvE,1,30
eB9ZWo,0,10
24Ojye,0,30
8djNDz,1,30
eB95oJ,2,30
Rz8Wyj,3,50
PA8RQB,2,70
blN5jL,2,30
5dEXJ6,2,30
xd9x8J,2,30
vNqX5D,2,90
XeO56Y,1,50
xd9Vbv,0,10
pL4eYB,1,30
NA8qGQ,3,70
0EoV9y,0,10
J281Nd,0,10
DV0q8R,1,10
QA8oy1,2,50
6drDoB,1,30
VZopRa,5,50
aBZ95W,0,30
9d2GA1,3,50
GrY6x2,2,30
g5WaaK,3,30
BG8EjA,4,50
aBZ9GX,1,30
aBZOMB,1,50
jBGZ74,2,30
rl2Djp,5,70
zKWjyE,1,50
9d2BvV,3,90
GrY6re,2,30
OA8aLg,2,150
NA8rA0,0,10
5dEbDb,3,50
jBGZBQ,0,10
GrY6JZ,3,90
yleXOB,2,50
OA8akK,2,30
jBGZvR,1,50
GrY6Xp,3,50
zKWjd1,1,10
Ld59k1,3,70
MA81dX,5,90
5dEbNZ,2,50
6drDqP,1,10
1rGXe1,2,90
PA8pVV,4,10
lNVBok,2,70
PA8pVe,2,10
zKWNxa,3,50
0Eo7O0,1,50
VZojZl,2,50
NA8DVN,2,30
7d4bx9,2,30
qbjab8,1,30
jBGby9,0,30
zKWNKE,1,30
Ld5zz1,4,70
dYQN8K,2,90
rl2Bgl,2,30
5dE4eE,2,50
QA8Mk7,2,50
g5WD6d,1,30
jBGaVR,2,90
Rz8dZK,0,10
42PBdO,1,30
GrYxZ2,1,30
GrYKgp,1,30
NA8Ddl,1,50
DV0Kbq,3,150
oAlDkx,2,50
kYOb9r,1,90
OA8lg7,1,30
VZoGJ6,0,70
VZojqJ,1,50
42PQRd,1,10
qbja4Y,2,50
Rz8KWd,1,50
VZoL46,5,70
WAl9ee,2,30
PA8Dq0,1,10
5dE4Ab,3,30
oAlD8M,0,10
1rGk8b,3,70
rl2BZL,1,30
PA815b,4,30
WAlEEN,2,50
NA8lDl,2,30
qbjDWk,1,30
XeOJMV,2,30
1rGdKM,1,50
WAlrbP,2,50
7d4L12,1,30
J28p8z,5,30
pL4y4y,3,30
DV0kER,2,50
AlW2vk,2,90
EP8dVX,1,30
oAleL1,3,70
NA8l2Q,4,50
8djaYO,1,50
6drjXo,3,30
PA81MP,2,90
EP8d7o,1,70
1rGdqL,2,50
xd9Dxk,2,30
BG8pae,3,70
pL4y8E,2,90
24OABe,1,150
ZdPO2B,2,30
kYOGdZ,2,50
eB9rLO,2,30
pL4or1,2,50
dYQ0DA,1,10
5dE9EP,4,30
8djLyl,4,50
0Eo859,2,70
9d2Zp1,1,30
oAlRqe,2,30
6drK0J,1,70
lNVO4V,2,30
AlWp9o,4,30
EP8lO4,1,50
g5Wqll,2,30
8djL45,1,30
rl2oD5,1,50
XeO40z,4,150
oAl26X,0,70
NA87DN,2,90
MA8Ezl,1,50
5dE9DN,1,30
jBGlx4,2,30
GrYRLk,2,50
GrYR0k,1,50
OA8787,2,50
24OKL9,2,30
VZozlM,1,10
vNqPqv,1,30
kYONrJ,2,50
aBZ2lE,2,70
BG8xbQ,0,30
AlWB5N,4,50
Rz8D9K,2,30
jBGl1a,2,50
AlWB1D,2,70
24OK29,2,30
g5WGdN,0,10
7d4xXA,2,30
ZdPaNA,0,30
ZdPadA,3,10
eB9R6J,2,70
VZoJ4g,2,90
ZdPaGe,1,10
zKWYR1,3,50
1rGV6p,1,30
BG87r1,1,10
PA8OJ0,2,30
QA8V6X,5,70
WAlzbQ,2,50
vNqyev,1,50
aBZY5v,2,50
8djQeY,2,50
9d2D11,1,10
PA8595,2,30
XeOWRe,2,70
42PxP5,2,50
oAlMgx,1,30
6dr2Be,0,30
42PxMB,2,30
zKWDg0,1,30
6dr2lO,0,10
EP8WgN,2,30
Ld5WAz,0,10
jBGQK9,1,30
7d4Ng6,0,10
NA86q0,1,50
rl2AgR,1,30
NA86AB,3,50
24Oeej,2,30
zKWD61,3,30
Ld5b5O,2,70
24OerL,1,50
QA8DA8,3,70
Rz80VP,1,30
AlWd4N,1,30
8djKEr,2,70
24OeoM,0,10
yle6oW,1,70
NA8oKO,2,90
5dEzOQ,3,90
0Eox59,2,70
Rz80kv,2,50
7d4WYR,1,50
oAlyxN,2,50
OA8zZg,3,70
1rGlOb,2,30
GrYz2j,2,70
PA8Add,2,50
dYQ6Jo,1,30
aBZBNE,2,70
jBGB6Y,1,50
ylelXW,2,50
AlWdeD,0,10
ylelvg,3,90
VZoZvv,0,10
qbjbj7,1,10
Rz8zrp,0,10
oAlALb,2,30
ylelyX,1,70
42P20r,3,50
1rGVNl,2,30
ylelbd,1,30
YZVORq,4,50
24OkKb,2,150
dYQAjr,3,50
YZVOYN,1,90
DV010Z,1,70
KM8oBX,4,90
g5WA1N,4,30
8djkWx,1,50
GrY142,0,30
Ld5GRl,2,90
PA8Exx,3,50
7d4ZRR,2,30
0EoPBN,2,30
eB9EEo,1,50
24OrLb,0,10
YZVdVv,0,10
J280BR,2,50
oAlO1e,2,50
xd9Z7o,3,150
yleDb4,1,50
7d4NML,2,50
QA80QA,1,50
KM80XK,1,50
8djGNl,2,30
oAlOxx,5,30
oAloDO,0,10
OA80vA,2,30
Rz8L7Q,3,70
0EoLb0,3,70
GrYLqQ,2,30
zKWJ7k,2,50
dYQjYd,2,70
AlWDde,1,30
WAlYYN,0,10
5dEvMP,2,50
dYQjpN,4,50
EP8Dr2,1,10
OA8Yxa,1,10
eB92Gx,2,50
GrYDNp,1,50
NA8Yvp,1,50
kYOWV1,3,50
qbjKvY,0,30
DV0JEj,3,150
pL472P,3,30
yleEB8,1,30
42PoWY,1,30
0Eo8pZ,2,50
NA805j,1,30
zKWQja,2,30
42PN8B,3,50
42PN2B,2,30
GrYBJQ,1,30
VZo1bM,1,150
EP8bar,2,30
8djpW5,2,30
kYORko,2,50
VZo1BJ,2,90
J28kGo,1,30
vNqxbv,2,50
vNqxp0,1,30
AlWbko,4,90
0EojW0,2,150
VZo1el,1,90
lNVlPX,2,50
Ld5MLO,0,30
XeOBKz,3,50
xd90dy,1,50
jBG0la,2,50
vNq0Xl,0,10
XeORJY,2,50
6dr1OO,2,90
GrYoqQ,3,50
VZo946,1,30
1rGbOg,1,30
AlW6Nz,1,70
eB9Nlk,2,50
PA82QV,1,50
VZo91E,2,30
J288qz,1,50
Rz88xv,0,30
24OOAe,0,30
xd99Ny,3,50
DV00VZ,1,50
vNqq14,2,50
xd99Gr,2,50
7d4JOR,1,30
5dE89b,2,50
VZovVj,0,10
42PAoA,1,50
YZVpBz,1,10
WAlD0e,1,30
aBZAYE,2,50
5dEeb6,2,90
aBZK8b,1,90
7d4aDz,2,30
zKWGyq,2,10
aBZAD2,3,150
BG8jLe,1,50
6drWyB,0,30
NA8Mj0,5,30
GrYq4p,1,30
aBZAWW,3,70
jBGkaJ,0,10
8djRol,0,30
g5WkQK,2,70
vNqdzg,1,30
PA8GWe,2,50
zKWLyk,2,70
eB9v7O,2,30
YZVkOB,2,30
blNvR1,2,30
lNVvz6,2,30
QA8kPp,1,30
0EoaXN,2,70
9d24ZK,1,30
24O70L,0,10
lNVv5V,1,10
BG8eRe,2,30
KM8R9z,1,50
jBGgEQ,1,70
7d4jzR,2,90
0EolEy,2,50
24OZrj,2,30
GrYyv2,1,50
oAlpr1,1,50
blNyVg,2,30
DV0Py5,1,150
MA82rp,2,50
KM8718,2,70
DVABNq,2,50
aBK9lZ,3,90
7d1qYZ,2,150
aBK5GX,1,50
241AGA,1,30
eBKaMk,2,30
AlAB5z,2,50
zK2YQq,1,10
dYKdod,2,30
7d1xrR,2,50
aBKYRX,2,50
oAKMjb,2,50
jB5yQ9,2,30
oAKBJe,3,30
eBKAGk,3,70
KMv6KK,3,50
KMvLNM,2,70
lNKWjB,2,50
9dpvKG,1,30
0E1vgN,2,70
OAdJzR,1,30
pLRWYb,1,30
5d8GLd,1,10
241vE9,3,30
rlGraX,1,50
KMvJZX,1,30
BGADYN,2,90
g5YNYd,1,50
YZpzy0,2,90
OAdBMa,2,50
dYK2oV,1,50
J2XkXd,2,70
vNE0Y8,2,30
DVAXPb,1,50
EPv8WN,2,50
YZpVlq,2,50
jB5MEY,2,50
42AA2k,3,70
g5YW51,1,30
WADM8v,2,30
1rDDZO,1,50
qboJdg,2,30
0E11K6,1,30
pLRJ9y,2,70
QAvzjk,2,30
EPvZjN,3,30
xd4RKr,4,70
42Ap4O,1,50
0E1D5Z,2,10
g5YkOd,3,30
ZdvD8z,2,70
lNKMov,2,50
rlGJKR,2,50
RzvkQl,2,50
241oZD,2,50
Xe1QPj,4,30
MAvG7g,1,10
QAv458,1,30
KMvO2z,2,30
8dAEWk,2,50
VZvdYN,1,10
BGADV5,2,70
yljg5d,4,50
pLR9Z1,2,30
pLR1jb,1,50
g5YxdK,2,50
7d1ge9,2,30
oAKaVP,4,10
ZdvLxe,1,30
lNK9jV,1,10
Xe1dzY,2,70
pLRNKb,1,10
zK2AN0,1,30
LdvjJ2,2,150
DVAoQj,2,50
xd4bKy,2,30
blKRbo,4,70
xd48r9,2,50
9dp0bY,1,30
Rzvqrp,0,10
GrXOqp,2,30
0E1qKB,1,30
7d1rKL,1,30
Zdvr9y,1,30
vNE5Og,2,50
8dA45x,0,10
Xe1PKP,2,30
g5Y6KP,3,90
pLR20y,1,30
RzvqeQ,1,50
8dAB1r,1,30
OAd2ZY,1,30
kYK2lj,1,30
RzvADQ,2,70
9dp82p,2,70
pLRElV,0,30
241pJj,2,70
jB5KdJ,2,70
eBKxvq,2,50
dYKPVN,3,70
GrYYvz,1,90
jB5Ne4,2,50
5d8Rbo,2,50
7d1GbZ,2,50
OAdOL8,1,30
blK0G0,4,90
xd4kxy,3,30
g5YRyl,2,30
Xe1KVj,2,30
VZvREv,2,30
zK2p0M,1,70
J2XaDr,2,90
pLRj4B,3,30
VZvRWl,1,70
blY5eZ,2,50
lNYaNN,3,50
WAKOvP,0,10
8d6Nxl,2,50
QAz1z7,1,30
PAbpo1,1,30
oA5EQ1,1,30
KMW55V,2,30
Zd1Eao,1,30
VZbQlv,4,90
rlJOM2,1,30
NAbX0l,1,50
DVxplq,1,30
blYW2Z,1,30
eB0aEx,0,10
vNJP54,2,30
RzbPjj,2,70
oA5GOM,1,30
Al4vRB,3,90
9dRQYG,2,50
24lNeL,1,50
9dRDjY,1,30
NAb6Pb,3,70
dY86Dq,2,30
vNJA6l,3,70
OAbzv7,1,50
eB0BZq,2,30
BGjXPN,0,10
9dRdbV,3,50
DVx1aR,1,30
J2eDgY,0,10
Xe8YXY,1,70
VZbMby,2,70
RzbJ9v,1,30
VZb1Wv,1,70
xdR4ro,1,30
PAbvbe,1,30
rlJGpv,1,30
VZbv6N,0,10
24l1RL,1,30
OAbV78,3,90
g5JybJ,1,30
42p4kd,4,30
42paed,2,10
eB0ezx,2,50
Ld69rj,1,50
aBaYav,1,30
DVZNMN,1,10
eBYArx,2,30
AljJve,2,150
J2WRlr,5,50
7dpxRz,3,50
PAGExV,1,30
PAG05P,0,10
8dRe5Y,1,150
RzVLkd,2,50
Xe2EGV,2,150
42pjyB,4,50
GrQL1z,2,70
qbkKrG,2,70
rlkdNv,1,30
bl62ee,1,50
GrQYrj,2,50
bl6Nr2,1,30
8dRAxz,1,50
lNMvqk,0,10
jBkEvR,1,50
ZdZWkv,1,30
dYkpxA,3,50
0EDlP0,1,30
42pdPB,1,30
zK1oKM,2,30
24Dylp,1,10
QAOaNl,2,50
KMaZGk,5,30
24DYOb,2,30
KMa2YK,2,30
dYkJoN,3,70
blYxP2,2,50
24DOYj,2,30
dYkydo,1,50
RzVOOv,2,30
yldOGB,3,90
oAkX95,5,50
Ld6lQ2,5,30
aBa8l9,1,30
qbkxdk,2,10
lNMoMv,2,50
J2Wa7X,1,50
7dMLqa,1,50
MAMNrY,2,30
BG0pZK,1,30
VZDzDg,2,50
J2M4vz,2,50
lNvxGB,1,50
jBv18R,1,30
42zgZb,3,70
BG0OK1,2,30
kYzalJ,2,50
42OQ7r,4,90
NAPD6p,1,50
zKdykZ,2,70
RzjoPd,2,30
Grb9O2,1,30
g5z9gM,2,30
OAE5V7,1,30
5dVzNP,2,50
DVaVJ5,0,30
7dEobZ,3,50
vNzL7d,0,30
GrbJYp,1,10
Al96kN,2,50
Al9jbl,2,30
24oDgL,1,10
blzzoL,2,50
DVaWjl,2,70
KMGOe7,0,50
blzgY1,1,50
KMGOjK,0,150
LdOgG1,1,50
yl1GZ8,1,30
Zdegkz,2,50
BGe5v5,2,50
eBz8bE,0,30
xdz8yk,1,30
0EkEeB,2,50
QA4GOY,1,50
9d4eBQ,2,10
rlYNrp,0,10
8dEazr,3,70
DVWzjb,0,30
oAxM95,4,50
jBEq21,2,90
QAEpMA,5,30
xd67ZE,1,30
OAVNZK,1,30
jBEVgx,1,30
aBlMgq,2,30
oAxPWX,2,50
qbN99Y,1,30
Ldo8Pz,3,50
0EAKN6,0,10
J2BN4o,1,30
xdgr4o,3,30
LdVpav,3,30
BG67VA,2,10
Xe90az,5,150
1rO7Wp,1,30
kYgAej,2,90
1rOvvQ,3,50
1rOvMQ,1,30
Rz2JQv,3,50
ZdWzBV,1,50
pL54N8,0,90
QAjOAg,2,10
PA44VP,2,30
vNgpPD,2,30
g5ggRM,1,50
rlgbDN,2,30
0EGYe9,1,30
